token,class,prefix,suffix,token_length,alpha_count,digit_count,special_char_count,x_count,contains_fraction,contains_decimal,contains_dash,contains_slash,contains_space,starts_with_letter,starts_with_digit,ends_with_digit,ends_with_letter,numeric_groups,alphabetic_groups,shape_family,material_hint,company_prefix,normalized_token,regex_signature,category,source
WT-20X138.5,WT,WT,NONE,11,3,6,2,1,0,1,1,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT-20X138.5,A|SEP:-|N|A|D,,augmented
WT_20X138.5,WT,WT,NONE,11,3,6,2,1,0,1,0,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT_20X138.5,A|SEP:_|N|A|D,,augmented
WT20 X 138.5,WT,WT,NONE,12,3,6,1,1,0,1,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT20 X 138.5,A|N|SPACE|A|SPACE|D,,original
WT 20 X 138.5,WT,WT,NONE,13,3,6,1,1,0,1,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT 20 X 138.5,A|SPACE|N|SPACE|A|SPACE|D,,original
Tee WT20X138.5,WT,TEE,NONE,14,6,6,1,1,0,1,0,0,1,1,0,1,0,2,3,WT,NONE,NONE,TEE WT20X138.5,A|SPACE|A|N|A|D,,augmented
Tee-WT20X138.5,WT,TEE,NONE,14,6,6,2,1,0,1,1,0,0,1,0,1,0,2,3,WT,NONE,NONE,TEE-WT20X138.5,A|SEP:-|A|N|A|D,,augmented
WT20X138.5 Tee,WT,WT,TEE,14,6,6,1,1,0,1,0,0,1,1,0,0,1,2,3,WT,NONE,NONE,WT20X138.5 TEE,A|N|A|D|SPACE|A,,augmented
WT20X138.5 A992,WT,WT,NONE,15,4,9,1,1,0,1,0,0,1,1,0,1,0,3,3,WT,A992,NONE,WT20X138.5 A992,A|N|A|D|SPACE|A|N,,augmented
WT Shape WT20X138.5,WT,WT,NONE,19,10,6,1,1,0,1,0,0,1,1,0,1,0,2,4,WT,NONE,NONE,WT SHAPE WT20X138.5,A|SPACE|A|SPACE|A|N|A|D,,augmented
WT Shape-WT20X138.5,WT,WT,NONE,19,10,6,2,1,0,1,1,0,1,1,0,1,0,2,4,WT,NONE,NONE,WT SHAPE-WT20X138.5,A|SPACE|A|SEP:-|A|N|A|D,,augmented
WT20X138.5 WT Shape,WT,WT,SHAPE,19,10,6,1,1,0,1,0,0,1,1,0,0,1,2,4,WT,NONE,NONE,WT20X138.5 WT SHAPE,A|N|A|D|SPACE|A|SPACE|A,,augmented
WT20X124.5,WT,WT,NONE,10,3,6,1,1,0,1,0,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT20X124.5,A|N|A|D,,original
WT 20X124.5,WT,WT,NONE,11,3,6,1,1,0,1,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT 20X124.5,A|SPACE|N|A|D,,original
WT-20X124.5,WT,WT,NONE,11,3,6,2,1,0,1,1,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT-20X124.5,A|SEP:-|N|A|D,,augmented
WT_20X124.5,WT,WT,NONE,11,3,6,2,1,0,1,0,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT_20X124.5,A|SEP:_|N|A|D,,augmented
WT20 X 124.5,WT,WT,NONE,12,3,6,1,1,0,1,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT20 X 124.5,A|N|SPACE|A|SPACE|D,,original
WT 20 X 124.5,WT,WT,NONE,13,3,6,1,1,0,1,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT 20 X 124.5,A|SPACE|N|SPACE|A|SPACE|D,,original
Tee WT20X124.5,WT,TEE,NONE,14,6,6,1,1,0,1,0,0,1,1,0,1,0,2,3,WT,NONE,NONE,TEE WT20X124.5,A|SPACE|A|N|A|D,,augmented
Tee-WT20X124.5,WT,TEE,NONE,14,6,6,2,1,0,1,1,0,0,1,0,1,0,2,3,WT,NONE,NONE,TEE-WT20X124.5,A|SEP:-|A|N|A|D,,augmented
WT20X124.5 Tee,WT,WT,TEE,14,6,6,1,1,0,1,0,0,1,1,0,0,1,2,3,WT,NONE,NONE,WT20X124.5 TEE,A|N|A|D|SPACE|A,,augmented
WT20X124.5 A992,WT,WT,NONE,15,4,9,1,1,0,1,0,0,1,1,0,1,0,3,3,WT,A992,NONE,WT20X124.5 A992,A|N|A|D|SPACE|A|N,,augmented
WT Shape WT20X124.5,WT,WT,NONE,19,10,6,1,1,0,1,0,0,1,1,0,1,0,2,4,WT,NONE,NONE,WT SHAPE WT20X124.5,A|SPACE|A|SPACE|A|N|A|D,,augmented
WT Shape-WT20X124.5,WT,WT,NONE,19,10,6,2,1,0,1,1,0,1,1,0,1,0,2,4,WT,NONE,NONE,WT SHAPE-WT20X124.5,A|SPACE|A|SEP:-|A|N|A|D,,augmented
WT20X124.5 WT Shape,WT,WT,SHAPE,19,10,6,1,1,0,1,0,0,1,1,0,0,1,2,4,WT,NONE,NONE,WT20X124.5 WT SHAPE,A|N|A|D|SPACE|A|SPACE|A,,augmented
WT20X107.5,WT,WT,NONE,10,3,6,1,1,0,1,0,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT20X107.5,A|N|A|D,,original
WT 20X107.5,WT,WT,NONE,11,3,6,1,1,0,1,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT 20X107.5,A|SPACE|N|A|D,,original
WT-20X107.5,WT,WT,NONE,11,3,6,2,1,0,1,1,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT-20X107.5,A|SEP:-|N|A|D,,augmented
WT_20X107.5,WT,WT,NONE,11,3,6,2,1,0,1,0,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT_20X107.5,A|SEP:_|N|A|D,,augmented
WT20 X 107.5,WT,WT,NONE,12,3,6,1,1,0,1,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT20 X 107.5,A|N|SPACE|A|SPACE|D,,original
WT 20 X 107.5,WT,WT,NONE,13,3,6,1,1,0,1,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT 20 X 107.5,A|SPACE|N|SPACE|A|SPACE|D,,original
Tee WT20X107.5,WT,TEE,NONE,14,6,6,1,1,0,1,0,0,1,1,0,1,0,2,3,WT,NONE,NONE,TEE WT20X107.5,A|SPACE|A|N|A|D,,augmented
Tee-WT20X107.5,WT,TEE,NONE,14,6,6,2,1,0,1,1,0,0,1,0,1,0,2,3,WT,NONE,NONE,TEE-WT20X107.5,A|SEP:-|A|N|A|D,,augmented
WT20X107.5 Tee,WT,WT,TEE,14,6,6,1,1,0,1,0,0,1,1,0,0,1,2,3,WT,NONE,NONE,WT20X107.5 TEE,A|N|A|D|SPACE|A,,augmented
WT20X107.5 A992,WT,WT,NONE,15,4,9,1,1,0,1,0,0,1,1,0,1,0,3,3,WT,A992,NONE,WT20X107.5 A992,A|N|A|D|SPACE|A|N,,augmented
WT Shape WT20X107.5,WT,WT,NONE,19,10,6,1,1,0,1,0,0,1,1,0,1,0,2,4,WT,NONE,NONE,WT SHAPE WT20X107.5,A|SPACE|A|SPACE|A|N|A|D,,augmented
WT Shape-WT20X107.5,WT,WT,NONE,19,10,6,2,1,0,1,1,0,1,1,0,1,0,2,4,WT,NONE,NONE,WT SHAPE-WT20X107.5,A|SPACE|A|SEP:-|A|N|A|D,,augmented
WT20X107.5 WT Shape,WT,WT,SHAPE,19,10,6,1,1,0,1,0,0,1,1,0,0,1,2,4,WT,NONE,NONE,WT20X107.5 WT SHAPE,A|N|A|D|SPACE|A|SPACE|A,,augmented
WT20X99.5,WT,WT,NONE,9,3,5,1,1,0,1,0,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT20X99.5,A|N|A|D,,original
WT 20X99.5,WT,WT,NONE,10,3,5,1,1,0,1,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT 20X99.5,A|SPACE|N|A|D,,original
WT-20X99.5,WT,WT,NONE,10,3,5,2,1,0,1,1,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT-20X99.5,A|SEP:-|N|A|D,,augmented
WT_20X99.5,WT,WT,NONE,10,3,5,2,1,0,1,0,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT_20X99.5,A|SEP:_|N|A|D,,augmented
WT20 X 99.5,WT,WT,NONE,11,3,5,1,1,0,1,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT20 X 99.5,A|N|SPACE|A|SPACE|D,,original
WT 20 X 99.5,WT,WT,NONE,12,3,5,1,1,0,1,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT 20 X 99.5,A|SPACE|N|SPACE|A|SPACE|D,,original
Tee WT20X99.5,WT,TEE,NONE,13,6,5,1,1,0,1,0,0,1,1,0,1,0,2,3,WT,NONE,NONE,TEE WT20X99.5,A|SPACE|A|N|A|D,,augmented
Tee-WT20X99.5,WT,TEE,NONE,13,6,5,2,1,0,1,1,0,0,1,0,1,0,2,3,WT,NONE,NONE,TEE-WT20X99.5,A|SEP:-|A|N|A|D,,augmented
WT20X99.5 Tee,WT,WT,TEE,13,6,5,1,1,0,1,0,0,1,1,0,0,1,2,3,WT,NONE,NONE,WT20X99.5 TEE,A|N|A|D|SPACE|A,,augmented
WT20X99.5 A992,WT,WT,NONE,14,4,8,1,1,0,1,0,0,1,1,0,1,0,3,3,WT,A992,NONE,WT20X99.5 A992,A|N|A|D|SPACE|A|N,,augmented
WT Shape WT20X99.5,WT,WT,NONE,18,10,5,1,1,0,1,0,0,1,1,0,1,0,2,4,WT,NONE,NONE,WT SHAPE WT20X99.5,A|SPACE|A|SPACE|A|N|A|D,,augmented
WT Shape-WT20X99.5,WT,WT,NONE,18,10,5,2,1,0,1,1,0,1,1,0,1,0,2,4,WT,NONE,NONE,WT SHAPE-WT20X99.5,A|SPACE|A|SEP:-|A|N|A|D,,augmented
WT20X99.5 WT Shape,WT,WT,SHAPE,18,10,5,1,1,0,1,0,0,1,1,0,0,1,2,4,WT,NONE,NONE,WT20X99.5 WT SHAPE,A|N|A|D|SPACE|A|SPACE|A,,augmented
WT20X196,WT,WT,NONE,8,3,5,0,1,0,0,0,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT20X196,A|N|A|N,,original
WT 20X196,WT,WT,NONE,9,3,5,0,1,0,0,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT 20X196,A|SPACE|N|A|N,,original
WT-20X196,WT,WT,NONE,9,3,5,1,1,0,0,1,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT-20X196,A|SEP:-|N|A|N,,augmented
WT_20X196,WT,WT,NONE,9,3,5,1,1,0,0,0,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT_20X196,A|SEP:_|N|A|N,,augmented
WT20 X 196,WT,WT,NONE,10,3,5,0,1,0,0,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT20 X 196,A|N|SPACE|A|SPACE|N,,original
WT 20 X 196,WT,WT,NONE,11,3,5,0,1,0,0,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT 20 X 196,A|SPACE|N|SPACE|A|SPACE|N,,original
Tee WT20X196,WT,TEE,NONE,12,6,5,0,1,0,0,0,0,1,1,0,1,0,2,3,WT,NONE,NONE,TEE WT20X196,A|SPACE|A|N|A|N,,augmented
Tee-WT20X196,WT,TEE,NONE,12,6,5,1,1,0,0,1,0,0,1,0,1,0,2,3,WT,NONE,NONE,TEE-WT20X196,A|SEP:-|A|N|A|N,,augmented
WT20X196 Tee,WT,WT,TEE,12,6,5,0,1,0,0,0,0,1,1,0,0,1,2,3,WT,NONE,NONE,WT20X196 TEE,A|N|A|N|SPACE|A,,augmented
WT20X196 A992,WT,WT,NONE,13,4,8,0,1,0,0,0,0,1,1,0,1,0,3,3,WT,A992,NONE,WT20X196 A992,A|N|A|N|SPACE|A|N,,augmented
WT Shape WT20X196,WT,WT,NONE,17,10,5,0,1,0,0,0,0,1,1,0,1,0,2,4,WT,NONE,NONE,WT SHAPE WT20X196,A|SPACE|A|SPACE|A|N|A|N,,augmented
WT Shape-WT20X196,WT,WT,NONE,17,10,5,1,1,0,0,1,0,1,1,0,1,0,2,4,WT,NONE,NONE,WT SHAPE-WT20X196,A|SPACE|A|SEP:-|A|N|A|N,,augmented
WT20X196 WT Shape,WT,WT,SHAPE,17,10,5,0,1,0,0,0,0,1,1,0,0,1,2,4,WT,NONE,NONE,WT20X196 WT SHAPE,A|N|A|N|SPACE|A|SPACE|A,,augmented
WT20X165.5,WT,WT,NONE,10,3,6,1,1,0,1,0,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT20X165.5,A|N|A|D,,original
WT 20X165.5,WT,WT,NONE,11,3,6,1,1,0,1,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT 20X165.5,A|SPACE|N|A|D,,original
WT-20X165.5,WT,WT,NONE,11,3,6,2,1,0,1,1,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT-20X165.5,A|SEP:-|N|A|D,,augmented
WT_20X165.5,WT,WT,NONE,11,3,6,2,1,0,1,0,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT_20X165.5,A|SEP:_|N|A|D,,augmented
WT20 X 165.5,WT,WT,NONE,12,3,6,1,1,0,1,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT20 X 165.5,A|N|SPACE|A|SPACE|D,,original
WT 20 X 165.5,WT,WT,NONE,13,3,6,1,1,0,1,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT 20 X 165.5,A|SPACE|N|SPACE|A|SPACE|D,,original
Tee WT20X165.5,WT,TEE,NONE,14,6,6,1,1,0,1,0,0,1,1,0,1,0,2,3,WT,NONE,NONE,TEE WT20X165.5,A|SPACE|A|N|A|D,,augmented
Tee-WT20X165.5,WT,TEE,NONE,14,6,6,2,1,0,1,1,0,0,1,0,1,0,2,3,WT,NONE,NONE,TEE-WT20X165.5,A|SEP:-|A|N|A|D,,augmented
WT20X165.5 Tee,WT,WT,TEE,14,6,6,1,1,0,1,0,0,1,1,0,0,1,2,3,WT,NONE,NONE,WT20X165.5 TEE,A|N|A|D|SPACE|A,,augmented
WT20X165.5 A992,WT,WT,NONE,15,4,9,1,1,0,1,0,0,1,1,0,1,0,3,3,WT,A992,NONE,WT20X165.5 A992,A|N|A|D|SPACE|A|N,,augmented
WT Shape WT20X165.5,WT,WT,NONE,19,10,6,1,1,0,1,0,0,1,1,0,1,0,2,4,WT,NONE,NONE,WT SHAPE WT20X165.5,A|SPACE|A|SPACE|A|N|A|D,,augmented
WT Shape-WT20X165.5,WT,WT,NONE,19,10,6,2,1,0,1,1,0,1,1,0,1,0,2,4,WT,NONE,NONE,WT SHAPE-WT20X165.5,A|SPACE|A|SEP:-|A|N|A|D,,augmented
WT20X165.5 WT Shape,WT,WT,SHAPE,19,10,6,1,1,0,1,0,0,1,1,0,0,1,2,4,WT,NONE,NONE,WT20X165.5 WT SHAPE,A|N|A|D|SPACE|A|SPACE|A,,augmented
WT20X163.5,WT,WT,NONE,10,3,6,1,1,0,1,0,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT20X163.5,A|N|A|D,,original
WT 20X163.5,WT,WT,NONE,11,3,6,1,1,0,1,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT 20X163.5,A|SPACE|N|A|D,,original
WT-20X163.5,WT,WT,NONE,11,3,6,2,1,0,1,1,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT-20X163.5,A|SEP:-|N|A|D,,augmented
WT_20X163.5,WT,WT,NONE,11,3,6,2,1,0,1,0,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT_20X163.5,A|SEP:_|N|A|D,,augmented
WT20 X 163.5,WT,WT,NONE,12,3,6,1,1,0,1,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT20 X 163.5,A|N|SPACE|A|SPACE|D,,original
WT 20 X 163.5,WT,WT,NONE,13,3,6,1,1,0,1,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT 20 X 163.5,A|SPACE|N|SPACE|A|SPACE|D,,original
Tee WT20X163.5,WT,TEE,NONE,14,6,6,1,1,0,1,0,0,1,1,0,1,0,2,3,WT,NONE,NONE,TEE WT20X163.5,A|SPACE|A|N|A|D,,augmented
Tee-WT20X163.5,WT,TEE,NONE,14,6,6,2,1,0,1,1,0,0,1,0,1,0,2,3,WT,NONE,NONE,TEE-WT20X163.5,A|SEP:-|A|N|A|D,,augmented
WT20X163.5 Tee,WT,WT,TEE,14,6,6,1,1,0,1,0,0,1,1,0,0,1,2,3,WT,NONE,NONE,WT20X163.5 TEE,A|N|A|D|SPACE|A,,augmented
WT20X163.5 A992,WT,WT,NONE,15,4,9,1,1,0,1,0,0,1,1,0,1,0,3,3,WT,A992,NONE,WT20X163.5 A992,A|N|A|D|SPACE|A|N,,augmented
WT Shape WT20X163.5,WT,WT,NONE,19,10,6,1,1,0,1,0,0,1,1,0,1,0,2,4,WT,NONE,NONE,WT SHAPE WT20X163.5,A|SPACE|A|SPACE|A|N|A|D,,augmented
WT Shape-WT20X163.5,WT,WT,NONE,19,10,6,2,1,0,1,1,0,1,1,0,1,0,2,4,WT,NONE,NONE,WT SHAPE-WT20X163.5,A|SPACE|A|SEP:-|A|N|A|D,,augmented
WT20X163.5 WT Shape,WT,WT,SHAPE,19,10,6,1,1,0,1,0,0,1,1,0,0,1,2,4,WT,NONE,NONE,WT20X163.5 WT SHAPE,A|N|A|D|SPACE|A|SPACE|A,,augmented
WT20X147,WT,WT,NONE,8,3,5,0,1,0,0,0,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT20X147,A|N|A|N,,original
WT 20X147,WT,WT,NONE,9,3,5,0,1,0,0,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT 20X147,A|SPACE|N|A|N,,original
WT-20X147,WT,WT,NONE,9,3,5,1,1,0,0,1,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT-20X147,A|SEP:-|N|A|N,,augmented
WT_20X147,WT,WT,NONE,9,3,5,1,1,0,0,0,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT_20X147,A|SEP:_|N|A|N,,augmented
WT20 X 147,WT,WT,NONE,10,3,5,0,1,0,0,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT20 X 147,A|N|SPACE|A|SPACE|N,,original
WT 20 X 147,WT,WT,NONE,11,3,5,0,1,0,0,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT 20 X 147,A|SPACE|N|SPACE|A|SPACE|N,,original
Tee WT20X147,WT,TEE,NONE,12,6,5,0,1,0,0,0,0,1,1,0,1,0,2,3,WT,NONE,NONE,TEE WT20X147,A|SPACE|A|N|A|N,,augmented
Tee-WT20X147,WT,TEE,NONE,12,6,5,1,1,0,0,1,0,0,1,0,1,0,2,3,WT,NONE,NONE,TEE-WT20X147,A|SEP:-|A|N|A|N,,augmented
WT20X147 Tee,WT,WT,TEE,12,6,5,0,1,0,0,0,0,1,1,0,0,1,2,3,WT,NONE,NONE,WT20X147 TEE,A|N|A|N|SPACE|A,,augmented
WT20X147 A992,WT,WT,NONE,13,4,8,0,1,0,0,0,0,1,1,0,1,0,3,3,WT,A992,NONE,WT20X147 A992,A|N|A|N|SPACE|A|N,,augmented
WT Shape WT20X147,WT,WT,NONE,17,10,5,0,1,0,0,0,0,1,1,0,1,0,2,4,WT,NONE,NONE,WT SHAPE WT20X147,A|SPACE|A|SPACE|A|N|A|N,,augmented
WT Shape-WT20X147,WT,WT,NONE,17,10,5,1,1,0,0,1,0,1,1,0,1,0,2,4,WT,NONE,NONE,WT SHAPE-WT20X147,A|SPACE|A|SEP:-|A|N|A|N,,augmented
WT20X147 WT Shape,WT,WT,SHAPE,17,10,5,0,1,0,0,0,0,1,1,0,0,1,2,4,WT,NONE,NONE,WT20X147 WT SHAPE,A|N|A|N|SPACE|A|SPACE|A,,augmented
WT20X139,WT,WT,NONE,8,3,5,0,1,0,0,0,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT20X139,A|N|A|N,,original
WT 20X139,WT,WT,NONE,9,3,5,0,1,0,0,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT 20X139,A|SPACE|N|A|N,,original
WT-20X139,WT,WT,NONE,9,3,5,1,1,0,0,1,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT-20X139,A|SEP:-|N|A|N,,augmented
WT_20X139,WT,WT,NONE,9,3,5,1,1,0,0,0,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT_20X139,A|SEP:_|N|A|N,,augmented
WT20 X 139,WT,WT,NONE,10,3,5,0,1,0,0,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT20 X 139,A|N|SPACE|A|SPACE|N,,original
WT 20 X 139,WT,WT,NONE,11,3,5,0,1,0,0,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT 20 X 139,A|SPACE|N|SPACE|A|SPACE|N,,original
Tee WT20X139,WT,TEE,NONE,12,6,5,0,1,0,0,0,0,1,1,0,1,0,2,3,WT,NONE,NONE,TEE WT20X139,A|SPACE|A|N|A|N,,augmented
Tee-WT20X139,WT,TEE,NONE,12,6,5,1,1,0,0,1,0,0,1,0,1,0,2,3,WT,NONE,NONE,TEE-WT20X139,A|SEP:-|A|N|A|N,,augmented
WT20X139 Tee,WT,WT,TEE,12,6,5,0,1,0,0,0,0,1,1,0,0,1,2,3,WT,NONE,NONE,WT20X139 TEE,A|N|A|N|SPACE|A,,augmented
WT20X139 A992,WT,WT,NONE,13,4,8,0,1,0,0,0,0,1,1,0,1,0,3,3,WT,A992,NONE,WT20X139 A992,A|N|A|N|SPACE|A|N,,augmented
WT Shape WT20X139,WT,WT,NONE,17,10,5,0,1,0,0,0,0,1,1,0,1,0,2,4,WT,NONE,NONE,WT SHAPE WT20X139,A|SPACE|A|SPACE|A|N|A|N,,augmented
WT Shape-WT20X139,WT,WT,NONE,17,10,5,1,1,0,0,1,0,1,1,0,1,0,2,4,WT,NONE,NONE,WT SHAPE-WT20X139,A|SPACE|A|SEP:-|A|N|A|N,,augmented
WT20X139 WT Shape,WT,WT,SHAPE,17,10,5,0,1,0,0,0,0,1,1,0,0,1,2,4,WT,NONE,NONE,WT20X139 WT SHAPE,A|N|A|N|SPACE|A|SPACE|A,,augmented
WT20X132,WT,WT,NONE,8,3,5,0,1,0,0,0,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT20X132,A|N|A|N,,original
WT 20X132,WT,WT,NONE,9,3,5,0,1,0,0,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT 20X132,A|SPACE|N|A|N,,original
WT-20X132,WT,WT,NONE,9,3,5,1,1,0,0,1,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT-20X132,A|SEP:-|N|A|N,,augmented
WT_20X132,WT,WT,NONE,9,3,5,1,1,0,0,0,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT_20X132,A|SEP:_|N|A|N,,augmented
WT20 X 132,WT,WT,NONE,10,3,5,0,1,0,0,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT20 X 132,A|N|SPACE|A|SPACE|N,,original
WT 20 X 132,WT,WT,NONE,11,3,5,0,1,0,0,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT 20 X 132,A|SPACE|N|SPACE|A|SPACE|N,,original
Tee WT20X132,WT,TEE,NONE,12,6,5,0,1,0,0,0,0,1,1,0,1,0,2,3,WT,NONE,NONE,TEE WT20X132,A|SPACE|A|N|A|N,,augmented
Tee-WT20X132,WT,TEE,NONE,12,6,5,1,1,0,0,1,0,0,1,0,1,0,2,3,WT,NONE,NONE,TEE-WT20X132,A|SEP:-|A|N|A|N,,augmented
WT20X132 Tee,WT,WT,TEE,12,6,5,0,1,0,0,0,0,1,1,0,0,1,2,3,WT,NONE,NONE,WT20X132 TEE,A|N|A|N|SPACE|A,,augmented
WT20X132 A992,WT,WT,NONE,13,4,8,0,1,0,0,0,0,1,1,0,1,0,3,3,WT,A992,NONE,WT20X132 A992,A|N|A|N|SPACE|A|N,,augmented
WT Shape WT20X132,WT,WT,NONE,17,10,5,0,1,0,0,0,0,1,1,0,1,0,2,4,WT,NONE,NONE,WT SHAPE WT20X132,A|SPACE|A|SPACE|A|N|A|N,,augmented
WT Shape-WT20X132,WT,WT,NONE,17,10,5,1,1,0,0,1,0,1,1,0,1,0,2,4,WT,NONE,NONE,WT SHAPE-WT20X132,A|SPACE|A|SEP:-|A|N|A|N,,augmented
WT20X132 WT Shape,WT,WT,SHAPE,17,10,5,0,1,0,0,0,0,1,1,0,0,1,2,4,WT,NONE,NONE,WT20X132 WT SHAPE,A|N|A|N|SPACE|A|SPACE|A,,augmented
WT20X117.5,WT,WT,NONE,10,3,6,1,1,0,1,0,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT20X117.5,A|N|A|D,,original
WT 20X117.5,WT,WT,NONE,11,3,6,1,1,0,1,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT 20X117.5,A|SPACE|N|A|D,,original
WT-20X117.5,WT,WT,NONE,11,3,6,2,1,0,1,1,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT-20X117.5,A|SEP:-|N|A|D,,augmented
WT_20X117.5,WT,WT,NONE,11,3,6,2,1,0,1,0,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT_20X117.5,A|SEP:_|N|A|D,,augmented
WT20 X 117.5,WT,WT,NONE,12,3,6,1,1,0,1,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT20 X 117.5,A|N|SPACE|A|SPACE|D,,original
WT 20 X 117.5,WT,WT,NONE,13,3,6,1,1,0,1,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT 20 X 117.5,A|SPACE|N|SPACE|A|SPACE|D,,original
Tee WT20X117.5,WT,TEE,NONE,14,6,6,1,1,0,1,0,0,1,1,0,1,0,2,3,WT,NONE,NONE,TEE WT20X117.5,A|SPACE|A|N|A|D,,augmented
Tee-WT20X117.5,WT,TEE,NONE,14,6,6,2,1,0,1,1,0,0,1,0,1,0,2,3,WT,NONE,NONE,TEE-WT20X117.5,A|SEP:-|A|N|A|D,,augmented
WT20X117.5 Tee,WT,WT,TEE,14,6,6,1,1,0,1,0,0,1,1,0,0,1,2,3,WT,NONE,NONE,WT20X117.5 TEE,A|N|A|D|SPACE|A,,augmented
WT20X117.5 A992,WT,WT,NONE,15,4,9,1,1,0,1,0,0,1,1,0,1,0,3,3,WT,A992,NONE,WT20X117.5 A992,A|N|A|D|SPACE|A|N,,augmented
WT Shape WT20X117.5,WT,WT,NONE,19,10,6,1,1,0,1,0,0,1,1,0,1,0,2,4,WT,NONE,NONE,WT SHAPE WT20X117.5,A|SPACE|A|SPACE|A|N|A|D,,augmented
WT Shape-WT20X117.5,WT,WT,NONE,19,10,6,2,1,0,1,1,0,1,1,0,1,0,2,4,WT,NONE,NONE,WT SHAPE-WT20X117.5,A|SPACE|A|SEP:-|A|N|A|D,,augmented
WT20X117.5 WT Shape,WT,WT,SHAPE,19,10,6,1,1,0,1,0,0,1,1,0,0,1,2,4,WT,NONE,NONE,WT20X117.5 WT SHAPE,A|N|A|D|SPACE|A|SPACE|A,,augmented
WT20X105.5,WT,WT,NONE,10,3,6,1,1,0,1,0,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT20X105.5,A|N|A|D,,original
WT 20X105.5,WT,WT,NONE,11,3,6,1,1,0,1,0,0,1,1,0,1,0,2,2,WT,NONE,NONE,WT 20X105.5,A|SPACE|N|A|D,,original
WT-20X105.5,WT,WT,NONE,11,3,6,2,1,0,1,1,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT-20X105.5,A|SEP:-|N|A|D,,augmented
WT_20X105.5,WT,WT,NONE,11,3,6,2,1,0,1,0,0,0,1,0,1,0,2,2,WT,NONE,NONE,WT_20X105.5,A|SEP:_|N|A|D,,augmented
