token,class,category,source,approved_at,unknown_id,ranking_score,correct,eval_split
A615,A615,material,human_review,2026-07-27T11:03:38.482512+00:00,13476cb1-c442-41da-bcaf-06852817fd0c,,,
A653,A653,material,human_review,2026-07-27T11:03:38.559538+00:00,7143e906-55a9-4039-9008-f19c6f7ed041,,,
A706,A706,material,human_review,2026-07-27T11:03:38.648202+00:00,aee1d7b8-6d33-41b5-8555-91534f15f344,,,
A913,A913,material,human_review,2026-07-27T11:03:38.734552+00:00,684b1bed-3907-4a81-85c5-55e30d7c160a,,,
A959,A959,material,human_review,2026-07-27T11:03:38.836545+00:00,00db9989-e0b0-496b-85bf-f6eecb9e0af5,,,
A992,A992,material,human_review,2026-07-27T11:03:38.922724+00:00,c55738a5-f532-4103-8e39-eb3840ad3a15,,,
S-601,S,structural_section,human_review,2026-07-28T10:53:03.886524+00:00,11858973-d884-4304-a5e6-54d2beacfe51,,,
S-502,S,structural_section,human_review,2026-07-28T10:53:35.359289+00:00,4d139e4b-7fb2-459f-a011-5818b4a55c20,,,
S-501,S,structural_section,human_review,2026-07-28T10:53:35.479345+00:00,9caf6386-37b8-4c04-b93a-c0e52aad05a9,,,
S-404,S,structural_section,human_review,2026-07-28T10:53:35.626724+00:00,46fd792c-1e8e-43a5-a021-44994847e57b,,,
S-403,S,structural_section,human_review,2026-07-28T10:53:35.748134+00:00,72cd6fc4-a856-4cf1-907c-b07fc204d0f1,,,
S-402,S,structural_section,human_review,2026-07-28T10:53:35.873818+00:00,74c76086-6812-419b-8173-806cf3afa160,,,
S-401,S,structural_section,human_review,2026-07-28T10:53:35.963973+00:00,1e3c8a60-7540-4ae4-85ee-616f99312b3b,,,
S-322,S,structural_section,human_review,2026-07-28T10:53:36.021843+00:00,6837b3da-7b84-4dd1-bc41-09f16a700bfe,,,
S-321,S,structural_section,human_review,2026-07-28T10:53:36.079775+00:00,cd8902c2-a9b6-420e-babf-6dea6a93fddf,,,
S-312,S,structural_section,human_review,2026-07-28T10:53:36.144892+00:00,014431bc-f7c0-432e-8428-382d84cc6070,,,
S-311,S,structural_section,human_review,2026-07-28T10:53:36.206107+00:00,9aad324a-43ed-442b-8d0e-896462a40ffa,,,
S-301,S,structural_section,human_review,2026-07-28T10:53:36.261471+00:00,2b56bca3-38bc-441e-a11b-2f21bae53a80,,,
S-206,S,structural_section,human_review,2026-07-28T10:53:36.320589+00:00,dbe65918-8900-4603-bf34-6f9c1f2a0cb8,,,
S-205,S,structural_section,human_review,2026-07-28T10:53:36.376118+00:00,63e8765b-0a1e-466e-ae4a-a17c80be46ed,,,
S-204,S,structural_section,human_review,2026-07-28T10:53:36.431428+00:00,b7757e67-5b33-4333-864a-4933c68834e8,,,
S-203,S,structural_section,human_review,2026-07-28T10:53:36.488183+00:00,7fb6ab7f-19a1-4bb1-97d4-6d37f5a38319,,,
S-202,S,structural_section,human_review,2026-07-28T10:53:36.543518+00:00,8c4ffbf0-fd3b-4bc7-8825-a10fa68eb8e9,,,
S-201,S,structural_section,human_review,2026-07-28T10:53:36.599376+00:00,47ebcd87-6744-4229-a345-9901eaacb570,,,
S-113,S,structural_section,human_review,2026-07-28T10:53:36.655817+00:00,b3d968c3-575e-42f9-b5e3-923198b8c448,,,
S-112,S,structural_section,human_review,2026-07-28T10:53:36.719555+00:00,f10da543-6a1d-4371-9f09-281c4f7d24c6,,,
S-111,S,structural_section,human_review,2026-07-28T10:53:36.775327+00:00,1953b2f1-9c75-477c-9bc2-7705a31fc5d5,,,
S-004,S,structural_section,human_review,2026-07-28T10:53:36.831646+00:00,bd148922-e804-4788-9afb-3dc76968f7f1,,,
S-003,S,structural_section,human_review,2026-07-28T10:53:36.888180+00:00,e2a915e1-8b13-4870-91d3-0ac74b8d3344,,,
S-002,S,structural_section,human_review,2026-07-28T10:53:36.942985+00:00,ea22f33e-f964-42a4-8fba-038a2cb208c9,,,
S-001,S,structural_section,human_review,2026-07-28T10:53:36.998855+00:00,b1e53c6b-fa56-4b02-8dde-28f20816c25f,,,
L6X3,L,structural_section,human_review,2026-07-28T10:53:37.055001+00:00,e572a920-1e78-42c9-9487-ec88879a79f8,,,
L5X3,L,structural_section,human_review,2026-07-28T10:53:50.120974+00:00,338b2aba-9794-4708-be81-71ceac9ff88a,,,
L4x4,L,structural_section,human_review,2026-07-28T10:53:50.270762+00:00,ed286c94-b5a1-4c99-84f7-2e2fe3ceba78,,,
L4X3,L,structural_section,human_review,2026-07-28T10:53:50.389332+00:00,f119d68c-6a77-485b-91d9-235bc6b50636,,,
L1x1x1/4,L,structural_section,human_review,2026-07-28T10:53:50.517757+00:00,2e6487eb-6034-465d-97e6-ee36eab53bf5,,,
HSS18X0,HSS,structural_section,human_review,2026-07-28T10:53:50.623081+00:00,d79f3211-08fd-47b4-8f1c-4d2f52d113f3,,,
HSS16X0,HSS,structural_section,human_review,2026-07-28T10:53:50.680066+00:00,e64e5b35-8475-4911-aabd-32281477baed,,,
HSS10X0,HSS,structural_section,human_review,2026-07-28T10:53:50.737134+00:00,a327d8a4-6ec3-4aca-bd74-989ce329cfbd,,,
A992,A992,material,human_review,2026-07-28T10:54:48.135106+00:00,8b42018d-b359-4f0d-8686-c9187805c03c,,,
A970,A970,material,human_review,2026-07-28T10:54:48.270021+00:00,f92b34ce-c6dc-41d3-a968-92a0d047bace,,,
A913,A913,material,human_review,2026-07-28T10:54:48.388163+00:00,5d37e3f3-1be7-43d6-8e94-4ca74dfdec0e,,,
A706,A706,material,human_review,2026-07-28T10:54:48.470752+00:00,aec18a3d-581d-45e6-9152-184edb563961,,,
A653,A653,material,human_review,2026-07-28T10:54:48.529981+00:00,b4c43ac3-1c27-4c1c-821f-50def7017ff1,,,
A615,A615,material,human_review,2026-07-28T10:54:48.587892+00:00,0e2a79d2-efbd-439e-8403-11203b079d08,,,
A6,A,structural_section,human_review,2026-07-28T10:54:48.644510+00:00,2d74d982-fea7-44c7-a67c-c49ef05c4e7c,,,
A588,A588,material,human_review,2026-07-28T10:54:48.700576+00:00,542400d8-8b08-4566-a055-d80217679c0c,,,
A572,A572,material,human_review,2026-07-28T10:54:48.758448+00:00,2cad9ee9-bac3-4907-8c79-9fdec8cee78f,,,
A568,A568,material,human_review,2026-07-28T10:54:48.815103+00:00,49fbf30c-b5a3-4929-9eaa-204471f4dfbd,,,
A53,A53,material,human_review,2026-07-28T10:54:48.870264+00:00,576913b4-ba02-434d-95de-6c4b7fbe5af2,,,
A500,A500,material,human_review,2026-07-28T10:54:48.923778+00:00,ebe1f784-8b3f-4025-afd3-bf65bf78add6,,,
A36,A36,material,human_review,2026-07-28T10:54:48.979626+00:00,391d3dfc-187f-45cc-bb4f-2cce0be57ae5,,,
A325,A325,bolt,human_review,2026-07-28T10:54:49.034324+00:00,cdcf9b9c-0502-4467-9f53-0d77a8e6c6c1,,,
A307,A307,bolt,human_review,2026-07-28T10:54:49.088719+00:00,b9d16663-ddb6-40b2-9c77-f2689109df80,,,
A108,A108,material,human_review,2026-07-28T10:54:49.144635+00:00,fcd1886d-7121-48eb-a0fc-b7747fc7c8f4,,,
A1064,A1064,material,human_review,2026-07-28T10:54:49.199658+00:00,4eaf6682-cc58-4487-bf31-f325dc5564e7,,,
W8x28,W8X28,structural_section,human_review,2026-07-31T08:31:00.765604+00:00,fd4e1e4a-301c-407b-b570-c0cbb61cb5ba,,,
W18X46,W18X46,structural_section,human_review,2026-07-31T09:58:29.631015+00:00,94c59e73-7a80-49b2-8666-2f3dc191d526,,,
L3x3x1/4,L3X3X1/4,structural_section,human_review,2026-07-31T12:10:50.042361+00:00,aa257691-4dfe-41de-b224-cdd8235d5834,,,
L3x3x1/4,L3X3X1/4,,human_review,2026-07-31T12:11:02.062194+00:00,4c4744d9-bb1c-4b61-91c1-3c7fb59faac8,,,
L3x3x1/4,L3X3X1/4,,human_review,2026-07-31T12:11:23.475899+00:00,f25b446e-1f46-4797-9d34-88b10709c61f,,,
HSS18X0.500,HSS18X0.500,structural_section,human_review,2026-07-31T12:12:09.610736+00:00,7ff99272-b06c-4998-a322-bbf5147ebef4,,,
W18X65,W18X65,structural_section,human_review,2026-07-31T12:12:23.094614+00:00,3754110c-2e99-4e60-ac12-3b9ca3f11f2e,,,
W12X65,W12X65,structural_section,human_review,2026-07-31T12:29:59.773725+00:00,ff08c888-ea9f-491b-9481-fe036fb6a50e,,,
L3X3X3/8,L3X3X3/8,structural_section,human_review,2026-07-31T12:30:01.777802+00:00,c66d0539-82eb-4402-be08-e3cb8e00fde4,,,
HSS6X4X3/8,HSS6X4X3/8,structural_section,human_review,2026-07-31T12:30:02.888602+00:00,7fb301e7-592e-4873-8f3b-28e3806f9582,,,
L6X3,L6X3,structural_section,human_review,2026-07-31T12:30:03.904136+00:00,cbfe1eaf-fb71-470c-9c32-851066a91226,,,
WT3X8,WT3X8,structural_section,human_review,2026-07-31T12:30:04.993454+00:00,fb11ec5a-7583-4718-a310-9f1272b45250,,,
L8X8X1,L8X8X1,structural_section,human_review,2026-07-31T12:30:06.304277+00:00,08a17e06-200a-4c36-95dd-67e580274b54,,,
L4X3X5,L4X3X5/8,structural_section,human_review,2026-07-31T12:30:07.374100+00:00,2c77ec73-6147-4101-8542-2abef7294723,,,
W24X62,W24X62,structural_section,human_review,2026-07-31T12:30:09.208887+00:00,2bc68752-80f0-49b9-819e-b658c08ffa3e,,,
L4x4,L4X4,structural_section,human_review,2026-07-31T12:30:10.992323+00:00,5bce87a6-1f8f-428e-8c31-56c28b31f325,,,
W16X36,W16X36,structural_section,human_review,2026-07-31T12:30:14.343943+00:00,a24ad597-0f53-4a40-b58a-e0f4b3f5e523,,,
HSS6x2x5/16,HSS6X2X5/16,structural_section,human_review,2026-07-31T12:30:17.920865+00:00,831db791-ca98-4db4-8fca-b4088a709bc2,,,
HSS16X0.5,HSS16X0.5,structural_section,human_review,2026-07-31T12:30:20.684187+00:00,825d57a5-4b92-4c0b-b3e0-81b05a840142,,,
W12X26,W12X26,structural_section,human_review,2026-07-31T12:30:23.843516+00:00,1e449bc7-44d0-4ddb-82e9-d44cecf063d3,,,
L4X3X5/16,L4X3X5/16,structural_section,human_review,2026-07-31T12:30:26.779789+00:00,c16def53-9225-48a0-b41d-122c0bf3e907,,,
W21X62,W21X62,structural_section,human_review,2026-07-31T12:30:28.469878+00:00,130b4c20-d779-4d92-976a-066ad786c7bd,,,
W18X76,W18X76,structural_section,human_review,2026-07-31T12:30:30.335960+00:00,40fff393-3869-41c2-b4d7-d470a1aa1a3b,,,
W18X71,W18X71,structural_section,human_review,2026-07-31T12:30:32.053205+00:00,2a0d5385-fac9-48a9-a7b8-268566213790,,,
W8X18,W8X18,structural_section,human_review,2026-07-31T12:30:35.856545+00:00,d5030ed4-8435-4135-bea9-e17bd21ac08a,,,
W16X40,W16X40,structural_section,human_review,2026-07-31T12:30:38.725510+00:00,365a03aa-8d66-4053-a399-b0ad4cbda3f4,,,
W16X50,W16X50,structural_section,human_review,2026-07-31T12:30:42.290375+00:00,b458f13d-0c9b-43cd-b378-8fbb7776e219,,,
W14X30,W14X30,structural_section,human_review,2026-07-31T12:30:45.480751+00:00,e84d3106-7ddd-43b4-8488-ae4b7923fee8,,,
HSS14X10X3/8,HSS14X10X3/8,structural_section,human_review,2026-07-31T12:30:46.906939+00:00,5ae8fce3-df9b-4c7b-b552-97a3e96828e0,,,
W18X55,W18X55,structural_section,human_review,2026-07-31T12:30:49.211605+00:00,fe594ab2-4670-4331-8ad0-614fcb54a225,,,
W18X46,W18X46,structural_section,human_review,2026-07-31T12:30:50.092397+00:00,f34fb5f4-72c0-45ef-b995-99e60587eee2,,,
W18X97,W18X97,structural_section,human_review,2026-07-31T12:30:51.469203+00:00,ff6f286b-3af2-4941-a61d-4b59282b528c,,,
W18X60,W18X60,structural_section,human_review,2026-07-31T12:33:43.231035+00:00,9511f0c1-4abb-45c5-9893-5c92c4047210,,,
W18X86,W18X86,structural_section,human_review,2026-07-31T12:33:44.971864+00:00,a9f5db11-907b-4802-a3bb-3619e64bd7ac,,,
W12X14,W12X14,structural_section,human_review,2026-07-31T12:33:46.344635+00:00,a020a7f9-21dd-4f8a-baa7-467036e1a234,,,
L 5 X 5 X 3/8,L5X5X3/8,structural_section,human_review,2026-07-31T12:33:47.626248+00:00,430544fa-e048-4dfa-843d-bd3f159b53bb,,,
L 5 X 5 X 5/16,L5X5X5/16,structural_section,human_review,2026-07-31T12:33:48.840673+00:00,3bc00a09-c3d9-43f7-965c-f023abb03091,,,
L 5 X 5,L5X5,structural_section,human_review,2026-07-31T12:33:50.111086+00:00,ab7710ca-be2b-458b-852d-9204d00768d0,,,
L 5 X 3 X 1/4,L5X3X1/4,structural_section,human_review,2026-07-31T12:33:51.063886+00:00,92b43993-f9d2-4911-aee4-2b6122f0f680,,,
L 6 X 4 X 3/8,L6X4X3/8,structural_section,human_review,2026-07-31T12:33:52.328867+00:00,885c2db9-2ae9-4582-8135-700714a755fc,,,
L 6 X 4,L6X4X1/2,structural_section,human_review,2026-07-31T12:33:53.624160+00:00,25b34e21-cf97-4c19-af85-c32ddcdb15ff,,,
L 4 X 4 X 5/16,L4X4X5/16,structural_section,human_review,2026-07-31T12:33:54.865254+00:00,141d5666-79bb-4788-a3f5-a5578f5d913d,,,
L 4 X 4,L4X4,structural_section,human_review,2026-07-31T12:33:56.094313+00:00,ab02393c-5fe3-4cfe-bb3c-a4cb8f7a0973,,,
L 6 X 3,L6X3,structural_section,human_review,2026-07-31T12:33:57.430799+00:00,4c9a69af-49d8-45c9-b771-876b94f4999b,,,
L3X31,W33X318,structural_section,human_review,2026-07-31T12:33:58.655915+00:00,dfa66af5-3760-458d-9867-5c1b59bc3ef8,,,
W8x28,W8X28,structural_section,human_review,2026-07-31T12:33:59.935025+00:00,077b79fb-0a48-45cf-b996-582ae815f624,,,
W8x58,W8X58,structural_section,human_review,2026-07-31T12:34:01.228364+00:00,2e396fd6-4e4a-4926-ac85-542eb5618957,,,
W8x35,W8X35,structural_section,human_review,2026-07-31T12:34:02.351432+00:00,1e6c011c-3971-43a5-86f5-3f35f69ccf0e,,,
W8x31,W8X31,structural_section,human_review,2026-07-31T12:34:03.640614+00:00,0903b2f1-27aa-4136-b1f4-6e4ae4d7dc49,,,
L5x3x1,L5X3X1/2,structural_section,human_review,2026-07-31T12:34:04.958175+00:00,0f8bd264-e22d-43e9-aa31-8da96db6a486,,,
W16x45,W16X45,structural_section,human_review,2026-07-31T12:34:06.017210+00:00,8cda6b2c-0531-4848-b881-3e41c336d387,,,
W36x150,W36X150,structural_section,human_review,2026-07-31T12:34:07.352209+00:00,7a52891c-192c-42b1-abb3-8c36059ea99e,,,
W8x24,W8X24,structural_section,human_review,2026-08-03T10:34:54.911812+00:00,6c22f251-17f0-41e5-bd8a-696018cdbb60,,,
HSS6x8x1/2,HSS8X8X1/2,structural_section,human_review,2026-08-03T10:35:12.460675+00:00,7e55b113-806b-4229-b95c-9b87f6f7dfa5,,,
HSS8x8x1/2,HSS8X8X1/2,structural_section,human_review,2026-08-03T10:35:19.930613+00:00,a763d437-b0ea-41bb-84ee-8a573cec97b3,,,
W18x35,W18X35,structural_section,human_review,2026-08-03T10:35:38.054382+00:00,29fb6713-59b6-44fd-8000-381a28964426,,,
W8x10,W8X10,structural_section,human_review,2026-08-03T10:35:39.025645+00:00,2320494c-bc51-4d5d-95e0-93de26dc044c,,,
W21x50,W16X50,structural_section,human_review,2026-08-03T10:35:39.823828+00:00,b703f42b-4ac0-452d-841d-751f7d009286,,,
W24x55,W24X55,structural_section,human_review,2026-08-03T10:35:40.643465+00:00,28a3c0f4-13c4-44be-8da0-be45e95129d6,,,
W8x35,W8X31,structural_section,human_review,2026-08-03T10:35:41.409388+00:00,8d6d16aa-f939-43c5-8646-a3a17899ee66,,,
W8x28,W8X28,structural_section,human_review,2026-08-03T10:35:42.199128+00:00,bd1d4b17-9d3a-4c6b-b04c-ef32c62e3d7a,,,
W8x31,W8X18,structural_section,human_review,2026-08-03T10:35:43.150425+00:00,270a06c9-68af-4fdb-be86-c31e952e8a4c,,,
W8x48,W8X40,structural_section,human_review,2026-08-03T10:35:43.924318+00:00,bc0fb3c6-d7c6-47b3-914c-654dc2fb4e9d,,,
W8x40,W8X24,structural_section,human_review,2026-08-03T10:35:44.711620+00:00,321ef712-dbfa-4a02-919b-4d01445fb439,,,
HSS10x10,HSS10X10X1/2,structural_section,human_review,2026-08-03T10:35:45.464118+00:00,958bdb4f-d7f6-4497-a570-c19de30ca6b1,,,
W8x58,W8X58,structural_section,human_review,2026-08-03T10:36:11.161324+00:00,4d5624fa-85d6-4513-9428-2bbd1c63e844,,,
L3x3x1,L3X3X1/2,structural_section,human_review,2026-08-03T10:36:12.345812+00:00,2e4a6504-6baa-4ab7-bddc-4f8403d6888e,,,
L5x5x5/16,L5X5X5/16,structural_section,human_review,2026-08-03T10:36:13.145105+00:00,e4a491a1-1318-4e27-8e85-ee5de6b15aeb,,,
L4x4x1/4,L4X4X1/4,structural_section,human_review,2026-08-03T10:36:13.948054+00:00,3a470a1e-382a-4348-b4a1-3767a16e500c,,,
L3x3x1/4,L3X3X1/4,structural_section,human_review,2026-08-03T10:36:14.742781+00:00,be8bf46d-5b14-4552-b0b0-05301ee1768f,,,
L2x2x1/4,L2X2X1/4,structural_section,human_review,2026-08-03T10:36:15.520786+00:00,3065623d-b12b-4db7-8ece-68f84a6ae5da,,,
HSS 8X8X3/8,HSS8X6X3/8,structural_section,human_review,2026-08-03T10:36:16.310946+00:00,1da86169-a242-4621-8cdf-fa91db81ecc2,,,
W36x150,W36X150,structural_section,human_review,2026-08-03T10:36:17.089437+00:00,50767afc-16c5-4d94-8b6b-b10842502e88,,,
W24x84,W24X84,structural_section,human_review,2026-08-03T10:36:17.847083+00:00,de516c00-414d-4e39-94d7-dd37b0c0deed,,,
W33x130,W33X130,structural_section,human_review,2026-08-03T10:36:18.595762+00:00,e956e3cc-d524-4379-a3dc-a3534ff49966,,,
W24x68,W24X68,structural_section,human_review,2026-08-03T10:36:19.586665+00:00,5bf78676-2a3b-431f-8aa2-a208f7a1badd,,,
W16x45,W16X45,structural_section,human_review,2026-08-03T10:36:20.351654+00:00,9f7a8611-3e22-40dd-9cdd-343f71ab7791,,,
HSS10x10x1/2,HSS10X10X1/2,structural_section,human_review,2026-08-03T10:36:21.224846+00:00,818890de-338f-466e-a001-eda028d8688b,,,
HSS8x8x3,HSS8X8X3/8,structural_section,human_review,2026-08-03T10:36:21.995707+00:00,780a59bc-4187-4b98-9975-1c11ddacb0f9,,,
HSS8x8x3/8,HSS8X6X3/8,structural_section,human_review,2026-08-03T10:36:22.721163+00:00,ed1dc98f-1067-4abc-843b-8b32ae7c65f0,,,
W18x40,W18X40,structural_section,human_review,2026-08-03T10:36:23.529734+00:00,669249c6-47a6-4f06-ace2-10f45ca1e951,,,
W14x22,W14X22,structural_section,human_review,2026-08-03T10:36:24.296952+00:00,c9fdc6a1-2d53-4bdf-ba5a-5a6e93eb7a3b,,,
W27x84,W27X84,structural_section,human_review,2026-08-03T10:36:25.018452+00:00,1351fda2-6abc-471a-93d0-b94053c4be7d,,,
W16x26,W16X26,structural_section,human_review,2026-08-03T10:36:25.773328+00:00,a9aa4e88-6cbf-4ba0-ba94-d0c7392b7acb,,,
WT16.5x59,WT16.5X59,structural_section,human_review,2026-08-03T10:36:26.554315+00:00,ffec3339-a3d6-47f3-832b-28b32122a717,,,
HSS8x8,HSS8X8,structural_section,human_review,2026-08-03T10:36:27.275326+00:00,42c47a0f-ee42-4d14-9328-5b1875272e67,,,
W21x44,W21X44,structural_section,human_review,2026-08-03T10:36:28.035607+00:00,c5b7ebd9-8878-4799-9c5d-44ea1369f294,,,
W18x46,W18X46,structural_section,human_review,2026-08-03T10:36:28.795985+00:00,726fe61a-fce1-4380-9ba0-cf25a2f8431c,,,
W16x31,W16X31,structural_section,human_review,2026-08-03T10:36:29.506745+00:00,9526f5a4-0abc-4e20-80f0-5abbe8de2e0b,,,
W16x26,W16X26,,human_review,2026-08-03T10:47:12.690161+00:00,6684f73c-0ab8-40ce-94d9-461db62e3356,,,
W16x26,W16X26,,human_review,2026-08-03T10:47:30.570562+00:00,e3426105-0213-44c9-af73-0e0fd9d725aa,,,
HSS10X0.625,HSS10.000X0.625,structural_section,human_review,2026-08-03T14:24:24.239676+00:00,f5e49973-5bac-4441-8158-f871bb598b4d,,,
HSS18X0.375,HSS18.000X0.375,structural_section,human_review,2026-08-03T14:24:38.907992+00:00,dddf8e37-0153-4d80-bacf-08deed70c191,,,
HSS10X0.500,HSS10.000X0.500,structural_section,human_review,2026-08-03T14:24:41.188544+00:00,6d2a350b-653f-45e5-9562-3a73d58a81bc,,,
HSS10x10,HSS10X10X1/2,structural_section,human_review,2026-08-03T14:25:11.375657+00:00,ac82fae5-981e-4b5c-a7a8-f4d6785c5add,,,
HSS8x8,HSS8X8X3/8,structural_section,human_review,2026-08-03T14:25:11.545219+00:00,c02facfb-fcbd-4417-adc3-c06154c2bc57,,,
HSS10x10x1/2,HSS10X10X1/2,structural_section,human_review,2026-08-03T14:25:11.815184+00:00,65164e07-b6f1-4879-b262-146ffab98bcf,,,
HSS8x8x3/8,HSS8X8X3/8,structural_section,human_review,2026-08-03T14:25:11.964051+00:00,1f6a0f01-7952-426b-a1a5-e316cdb954dd,,,
L2x2x1/4,L2X2X1/4,structural_section,human_review,2026-08-03T14:25:12.103146+00:00,8395d8a7-5319-4c8d-88df-36bf52d1c65a,,,
L3x3x1/4,L3X3X1/4,structural_section,human_review,2026-08-03T14:25:12.236118+00:00,c2693165-5393-424e-9469-9eff545806db,,,
L4x4x1/4,L4X4X1/4,structural_section,human_review,2026-08-03T14:25:12.362217+00:00,91f15c75-a329-42ef-98f6-9b3ab3d85b30,,,
L5x5x5/16,L5X5X5/16,structural_section,human_review,2026-08-03T14:25:12.491866+00:00,11b457e4-d8bd-4bc2-be8e-4962c041a406,,,
L5x3x1/4,L3X3X1/2,structural_section,human_review,2026-08-03T14:25:12.611113+00:00,7f63def4-e8f4-40c1-8145-33fb253f6a00,,,
PL,L8X8X1,structural_section,human_review,2026-08-03T14:25:12.720073+00:00,48e07b94-5e70-415a-9599-99b18f7aacf7,,,
HSS6x8x1/2,HSS8X8X1/2,structural_section,human_review,2026-08-03T14:25:12.843156+00:00,9b51d9c4-5993-47f1-8fe1-7ce81abc0935,,,
"HSS3x3,",HSS3X3X3/8,structural_section,human_review,2026-08-03T14:25:12.973401+00:00,ec1baa26-f31a-431f-8568-5ec5417e5a69,,,
W8x58,W8X58,structural_section,human_review,2026-08-03T14:25:13.105123+00:00,7ba13bb5-c3e5-4925-b3e7-6aee185c990f,,,
W8x40,W8X24,structural_section,human_review,2026-08-03T14:25:13.242059+00:00,10932a5a-1359-49c8-92bc-ef2f60601622,,,
W8x31,W8X18,structural_section,human_review,2026-08-03T14:25:13.375218+00:00,9f2517fa-460a-467b-b779-e5e025fec123,,,
W8x35,W8X31,structural_section,human_review,2026-08-03T14:25:13.521700+00:00,3f9e6d53-5ecd-4c20-831b-8fb0947057b4,,,
W8x28,W8X28,structural_section,human_review,2026-08-03T14:25:13.661335+00:00,0e6c24e0-cfdf-4d74-aa35-e956b4922e08,,,
W8x24,W8X24,structural_section,human_review,2026-08-03T14:25:13.796538+00:00,91b292d8-5f7d-4d3b-b114-91a12a3d547d,,,
HSS8X8X1/2,HSS8X8X1/2,structural_section,human_review,2026-08-03T14:25:13.927771+00:00,b6266842-7d3e-407e-b337-220dd55f7015,,,
WT16.5x59,WT16.5X59,structural_section,human_review,2026-08-03T14:25:14.061888+00:00,c9278857-037c-4333-b322-34bea0bccdfb,,,
W16x26,W16X26,structural_section,human_review,2026-08-03T14:25:14.207344+00:00,c7ed4ba6-76c2-48b3-b47b-9ea4f1238ed9,,,
W16x31,W16X31,structural_section,human_review,2026-08-03T14:25:14.363917+00:00,b603f23e-a5e2-4553-a13d-d76272d6acfb,,,
W27x84,W27X84,structural_section,human_review,2026-08-03T14:25:14.507221+00:00,92aca52b-e92a-4a7c-b409-ec8bb56a4891,,,
W18x35,W18X35,structural_section,human_review,2026-08-03T14:25:14.656369+00:00,b2dca9eb-4e17-4b4e-95d5-563fb68950d1,,,
W36x150,W36X150,structural_section,human_review,2026-08-03T14:25:14.781718+00:00,3f3f2ae9-fa60-4ba4-84e1-2a0b48f40de5,,,
W16x45,W16X45,structural_section,human_review,2026-08-03T14:25:14.925099+00:00,cc5f6f30-86f4-42b2-ac1e-86749516f286,,,
L4X3-1/2X5/16,L4X3X5/8,structural_section,human_review,2026-08-03T14:25:15.058920+00:00,38a694f1-2f5f-4e00-be21-591c5e24e866,,,
L5X3-1/2X5/16,L5X3X1/2,structural_section,human_review,2026-08-03T14:25:15.206936+00:00,76cdec87-56af-4ace-ac63-58130fb1d0d8,,,
HSS8X6X3/8,HSS10X6X3/8,structural_section,human_review,2026-08-03T14:25:15.346795+00:00,deb014f5-7f27-44eb-b7ab-02a8daf10fdb,,,
L4x4,L4X4X3/8,structural_section,human_review,2026-08-03T14:25:15.495220+00:00,82dbb67d-e0f8-4e37-ab33-f888fc11b6cd,,,
L4X4X3/8,L4X4X3/8,structural_section,human_review,2026-08-03T14:25:15.654274+00:00,984824dc-eeb4-45b2-8a92-f14086f986c8,,,
L2x2x3/16,L2X2X3/8,structural_section,human_review,2026-08-03T14:25:15.777361+00:00,c889c918-f317-4b65-9173-2b5aa480fc4b,,,
L3x3x3/16,2L3X3X3/8,structural_section,human_review,2026-08-03T14:25:15.910540+00:00,6233b38a-fbec-4a2e-a564-3840ce05e176,,,
L1x1x1/4,L2X2X1/4,structural_section,human_review,2026-08-03T14:25:16.157620+00:00,13a9d5f1-dec8-414d-876f-f2bb3daa2a9f,,,
2 L1x1x1/4,HSS2X1X1/8,structural_section,human_review,2026-08-03T14:25:16.355506+00:00,5bebf1c5-db4a-4990-b1ba-1add76a7f888,,,
"L3x3x1/4x0'-3"",",L3X3X1/2,structural_section,human_review,2026-08-03T14:25:16.507674+00:00,be76f1b2-6aee-4e4e-ba15-c6db879a9666,,,
"L4x3x1/4x6""",L4X3X5/16,structural_section,human_review,2026-08-03T14:25:16.660446+00:00,e5672714-0b8e-45a1-b566-f4d830ee989b,,,
"L4x3x1/4x1'-0""",L4X3X5/16,structural_section,human_review,2026-08-03T14:25:16.799264+00:00,33d9bc99-ee49-49b5-95c1-feaed06bbe41,,,
C8X13.7,C8X13.75,structural_section,human_review,2026-08-03T14:25:16.957632+00:00,7de78468-7121-4527-98e6-8fd0d1507083,,,
"L4X4X5/16X0'-5""",L4X4X5/16,structural_section,human_review,2026-08-03T14:25:17.094070+00:00,a1564bd7-f966-42c5-ad49-5f3687adce73,,,
HSS16X0.5,HSS10X10X1/2,structural_section,human_review,2026-08-03T14:25:17.243272+00:00,336a0e9d-aada-4308-80d5-9b06a37fdfd2,,,
L6X3,L6X4X3/8,structural_section,human_review,2026-08-03T14:25:17.377458+00:00,e71101bf-5d35-4749-93a5-33f0417dbeb9,,,
HSS6X4X3/8,HSS6X4X3/8,structural_section,human_review,2026-08-03T14:25:17.515735+00:00,46aa9c9a-75f1-4532-93a3-1f069737d074,,,
"L7X4X3/8X0'-11""",L7X4X3/8,structural_section,human_review,2026-08-03T14:25:17.656859+00:00,7fdc500a-1cff-4265-a84b-efe29634a816,,,
"L5X3X3/8X0'-5""",L5X3X3/8,structural_section,human_review,2026-08-03T14:25:17.806270+00:00,f5e29522-10c3-4730-b1a6-6a57b4dbe41a,,,
"L4X4X3/8X0'-4""",L4X4X3/8,structural_section,human_review,2026-08-03T14:25:17.944562+00:00,09246475-59c6-41c2-a5c1-75c6d1af4aa5,,,
