id,token,category,prediction,model_probability,overall_confidence,confidence_level,uncertain,source_file,regex_suggested,status,reviewed_category,reviewed_class,notes,created_at,updated_at
d2e5cd7f-3858-4e9d-a2b7-1c3cb4076d9b,S-003,structural_section,S,0.9994256496429443,0.7479628248214721,Medium,false,ST - Springhill Lake.pdf,S\-\d+,approved,,S,,2026-07-24T10:52:19.663320+00:00,2026-07-24T10:53:11.301530+00:00
4b2a5a71-011a-4df9-9430-d3c16ae03009,S-004,structural_section,S,0.9994256496429443,0.7479628248214721,Medium,false,ST - Springhill Lake.pdf,S\-\d+,approved,,S,,2026-07-24T10:52:19.770710+00:00,2026-07-24T10:53:11.265422+00:00
166acc77-9f71-4463-a90f-3ef8c50a47d4,S-111,structural_section,S,0.9993987083435059,0.7479493541717529,Medium,false,ST - Springhill Lake.pdf,S\-\d+,approved,,S,,2026-07-24T10:52:19.892205+00:00,2026-07-24T10:53:11.231945+00:00
6740f638-5cab-4bc8-b25b-ffb1b93628f7,S-112,structural_section,S,0.9994561076164246,0.7479780538082123,Medium,false,ST - Springhill Lake.pdf,S\-\d+,approved,,S,,2026-07-24T10:52:20.016149+00:00,2026-07-24T10:53:11.195653+00:00
d59404f0-1584-4969-b508-bcee90b4aa39,S-113,structural_section,S,0.9994086027145386,0.7479543013572693,Medium,false,ST - Springhill Lake.pdf,S\-\d+,approved,,S,,2026-07-24T10:52:20.117779+00:00,2026-07-24T10:53:11.160127+00:00
8d218e9b-1ced-44d0-a5f2-8a5dee82f234,S-201,structural_section,S,0.9994083642959595,0.7479541821479797,Medium,false,ST - Springhill Lake.pdf,S\-\d+,approved,,S,,2026-07-24T10:52:20.225097+00:00,2026-07-24T10:53:11.125808+00:00
da2370b9-754c-404e-94b0-9df916025948,S-202,structural_section,S,0.9994083642959595,0.7479541821479797,Medium,false,ST - Springhill Lake.pdf,S\-\d+,approved,,S,,2026-07-24T10:52:20.336371+00:00,2026-07-24T10:53:11.093187+00:00
0f2d9552-209b-45b7-be3a-fdd54117890d,S-203,structural_section,S,0.9994083642959595,0.7479541821479797,Medium,false,ST - Springhill Lake.pdf,S\-\d+,approved,,S,,2026-07-24T10:52:20.446919+00:00,2026-07-24T10:53:11.061413+00:00
1179e2c8-0650-4925-a928-4e8fb0a963d0,S-204,structural_section,S,0.9994083642959595,0.7479541821479797,Medium,false,ST - Springhill Lake.pdf,S\-\d+,approved,,S,,2026-07-24T10:52:20.557452+00:00,2026-07-24T10:53:11.027827+00:00
30ca4a1a-d994-4aaf-997c-4c32fa1aa45a,S-205,structural_section,S,0.999406099319458,0.747953049659729,Medium,false,ST - Springhill Lake.pdf,S\-\d+,approved,,S,,2026-07-24T10:52:20.671345+00:00,2026-07-24T10:53:10.989508+00:00
cb153368-ec80-46e9-bdc9-6e37faf2f2c2,S-206,structural_section,S,0.9994146823883057,0.7479573411941528,Medium,false,ST - Springhill Lake.pdf,S\-\d+,approved,,S,,2026-07-24T10:52:20.791468+00:00,2026-07-24T10:53:10.950226+00:00
a7424c4b-1136-43fe-ba9e-12483bcd3b51,S-301,structural_section,S,0.9994586110115051,0.7479793055057525,Medium,false,ST - Springhill Lake.pdf,S\-\d+,approved,,S,,2026-07-24T10:52:20.909589+00:00,2026-07-24T10:53:10.910309+00:00
21ba6641-eb22-48c3-ad17-17adc1f07f5a,S-311,structural_section,S,0.9993987083435059,0.7479493541717529,Medium,false,ST - Springhill Lake.pdf,S\-\d+,approved,,S,,2026-07-24T10:52:21.022474+00:00,2026-07-24T10:53:10.870663+00:00
2308a016-2a30-457a-acef-adf6a1e54d5b,S-312,structural_section,S,0.9994561076164246,0.7479780538082123,Medium,false,ST - Springhill Lake.pdf,S\-\d+,approved,,S,,2026-07-24T10:52:21.107654+00:00,2026-07-24T10:53:10.826958+00:00
c6660de0-624c-431f-93d7-efec2b5aca85,S-321,structural_section,S,0.9993987083435059,0.7479493541717529,Medium,false,ST - Springhill Lake.pdf,S\-\d+,approved,,S,,2026-07-24T10:52:21.186967+00:00,2026-07-24T10:53:10.786217+00:00
95494762-edbd-4a5e-97a3-07452a7a2d62,S-322,structural_section,S,0.9993987083435059,0.7479493541717529,Medium,false,ST - Springhill Lake.pdf,S\-\d+,approved,,S,,2026-07-24T10:52:21.270633+00:00,2026-07-24T10:53:10.745383+00:00
aac558ee-61cb-4278-b7a3-91c033508209,S-401,structural_section,S,0.9993987083435059,0.7479493541717529,Medium,false,ST - Springhill Lake.pdf,S\-\d+,approved,,S,,2026-07-24T10:52:21.376924+00:00,2026-07-24T10:53:10.703730+00:00
b02f6646-e9fd-4578-bc0d-a3177e6494eb,S-402,structural_section,S,0.9993987083435059,0.7479493541717529,Medium,false,ST - Springhill Lake.pdf,S\-\d+,approved,,S,,2026-07-24T10:52:21.506433+00:00,2026-07-24T10:53:10.667718+00:00
77947f31-89f9-4ed9-8e8c-e751073d854c,S-403,structural_section,S,0.9993987083435059,0.7479493541717529,Medium,false,ST - Springhill Lake.pdf,S\-\d+,approved,,S,,2026-07-24T10:52:21.620519+00:00,2026-07-24T10:53:10.610020+00:00
7b4ea215-7c1c-4e8d-bb56-4ee04b63a102,S-404,structural_section,S,0.9993987083435059,0.7479493541717529,Medium,false,ST - Springhill Lake.pdf,S\-\d+,approved,,S,,2026-07-24T10:52:21.739553+00:00,2026-07-24T10:53:10.528422+00:00
8ebc4ad0-10ef-45f8-8605-0a66b4993eb7,S-501,structural_section,S,0.9993985891342163,0.7479492945671081,Medium,false,ST - Springhill Lake.pdf,S\-\d+,approved,,S,,2026-07-24T10:52:21.853648+00:00,2026-07-24T10:53:10.409772+00:00
292705c4-0195-4c9d-9ecc-d0c04da46b48,S-502,structural_section,S,0.9993985891342163,0.7479492945671081,Medium,false,ST - Springhill Lake.pdf,S\-\d+,approved,,S,,2026-07-24T10:52:21.971441+00:00,2026-07-24T10:53:10.325215+00:00
aaae049b-96b3-494e-be1f-33515be39a05,S-601,structural_section,S,0.9993987083435059,0.7479493541717529,Medium,false,ST - Springhill Lake.pdf,S\-\d+,approved,,S,,2026-07-24T10:52:22.089947+00:00,2026-07-24T10:53:10.205188+00:00
15d2a5f2-d543-4dd7-97b8-27015cc9134c,A1064,material,A1064,0.965386152267456,0.762143076133728,Medium,false,Burrville ES - ST.pdf,A\d+,approved,,A1064,,2026-07-27T10:10:59.904982+00:00,2026-07-27T10:13:58.088164+00:00
438b5084-eb91-4d26-94cc-969ea0a25264,A2,structural_section,A,0.9634132981300354,0.7627766490650176,Medium,false,Burrville ES - ST.pdf,A\d+,rejected,,,,2026-07-27T10:11:00.037354+00:00,2026-07-27T10:13:42.514948+00:00
94221e96-86bd-4653-bf3c-f3a234546cce,A3,structural_section,A,0.9667473435401917,0.7644436717700958,Medium,false,Burrville ES - ST.pdf,A\d+,rejected,,,,2026-07-27T10:11:00.164656+00:00,2026-07-27T10:13:39.986076+00:00
cebfe221-bcba-4644-8a0e-b6cd726ffe92,A307,bolt,A307,0.755892276763916,0.660036138381958,Medium,false,Burrville ES - ST.pdf,A\d+,approved,,A307,,2026-07-27T10:11:00.266320+00:00,2026-07-27T10:13:58.195903+00:00
1586978b-f941-477a-becc-721c3a631df5,A325,bolt,A325,0.5998783111572266,0.5846391555786132,Medium,true,Burrville ES - ST.pdf,A\d+,approved,,A325,,2026-07-27T10:11:00.370772+00:00,2026-07-27T10:13:58.319323+00:00
db94a26e-52b5-46f3-b5dd-020e8d39d9dc,A36,material,A36,0.8277620077133179,0.6959710038566589,Medium,false,Burrville ES - ST.pdf,A\d+,approved,,A36,,2026-07-27T10:11:00.482565+00:00,2026-07-27T10:13:58.407254+00:00
32cda67d-ede1-4eae-99e4-94673a901a37,A500,material,A500,0.7016684412956238,0.6302842206478119,Medium,false,Burrville ES - ST.pdf,A\d+,approved,,A500,,2026-07-27T10:11:00.703510+00:00,2026-07-27T10:13:58.460853+00:00
faec09e6-db12-4d3c-8d8f-c1a361bbad05,A53,material,A53,0.8870463967323303,0.7203331983661652,Medium,false,Burrville ES - ST.pdf,A\d+,approved,,A53,,2026-07-27T10:11:00.841062+00:00,2026-07-27T10:13:58.525335+00:00
a7781e5c-3a0c-4c1b-b5f0-a7c6d5071287,A568,material,A568,0.7108041644096375,0.6260020822048187,Medium,false,Burrville ES - ST.pdf,A\d+,approved,,A568,,2026-07-27T10:11:00.985479+00:00,2026-07-27T10:13:58.587552+00:00
2ebed316-b627-4092-9175-8decc1f531d3,A572,material,A572,0.8526678681373596,0.7084239340686798,Medium,false,Burrville ES - ST.pdf,A\d+,approved,,A572,,2026-07-27T10:11:01.113944+00:00,2026-07-27T10:13:58.645897+00:00
e6a7abea-3c52-45cd-a720-ff3638d985fe,A588,material,A588,0.8425397276878357,0.6918698638439178,Medium,false,Burrville ES - ST.pdf,A\d+,approved,,A588,,2026-07-27T10:11:01.213330+00:00,2026-07-27T10:13:58.708041+00:00
815040d2-1c33-4466-aef0-1cf6024b63b6,A6,structural_section,A,0.981101393699646,0.7716206968498229,Medium,false,Burrville ES - ST.pdf,A\d+,rejected,,,,2026-07-27T10:11:01.485054+00:00,2026-07-27T10:13:34.882353+00:00
72083010-b9d5-4d85-baaf-3b01f3c7abda,A615,material,A615,0.9344021081924438,0.7492910540962219,Medium,false,Burrville ES - ST.pdf,A\d+,approved,,A615,,2026-07-27T10:11:01.588928+00:00,2026-07-27T10:13:58.772954+00:00
9f3ea476-9f0d-4892-987b-10aca39a8260,A653,material,A653,0.4792461693286896,0.5190730846643448,Low,true,Burrville ES - ST.pdf,A\d+,approved,,A653,,2026-07-27T10:11:01.682552+00:00,2026-07-27T10:13:58.835440+00:00
4180c1f4-ec65-4ff6-8a6d-d667987626e6,A706,material,A706,0.4865821897983551,0.5049510948991776,Low,true,Burrville ES - ST.pdf,A\d+,approved,,A706,,2026-07-27T10:11:01.757884+00:00,2026-07-27T10:13:58.893439+00:00
6d8dc315-cbe3-43f5-9f18-0f7985acb750,A913,material,A913,0.8208117485046387,0.6872158742523193,Medium,false,Burrville ES - ST.pdf,A\d+,approved,,A913,,2026-07-27T10:11:01.839561+00:00,2026-07-27T10:13:58.955740+00:00
40266431-a1d1-4917-8821-1293b28d792f,A970,material,A970,0.9298167824745178,0.7355083912372589,Medium,false,Burrville ES - ST.pdf,A\d+,approved,,A970,,2026-07-27T10:11:01.937233+00:00,2026-07-27T10:13:59.018067+00:00
fc95e0eb-e38d-4e5f-b751-8af38fe0175c,A992,material,A992,0.9629535675048828,0.7661767837524414,Medium,false,Burrville ES - ST.pdf,A\d+,approved,,A992,,2026-07-27T10:11:02.041096+00:00,2026-07-27T10:13:59.077440+00:00
d2b0a69c-50bc-46e6-a63c-99577bc4dc8c,HSS10X0,structural_section,HSS,0.9998966455459595,0.7876483227729797,Medium,false,Burrville ES - ST.pdf,HSS\d+X\d+X\d+/\d+,approved,structural_section,HSS,,2026-07-27T10:11:02.135600+00:00,2026-07-27T10:12:54.082576+00:00
76e10b06-6e48-4e5c-8246-9c0cbb524399,L1x1x1/4,structural_section,L,0.9997535347938538,0.7337267673969269,Medium,false,Burrville ES - ST.pdf,L\d+X\d+X\d+/\d+,approved,structural_section,L,,2026-07-27T10:11:02.822545+00:00,2026-07-27T10:12:51.466400+00:00
8b3e6096-8491-4288-b50d-8c182f4f5a4e,L4X3,structural_section,L,0.9888134598731995,0.7496167299365997,Medium,false,Burrville ES - ST.pdf,L\d+X\d+X\d+/\d+,approved,structural_section,L,,2026-07-27T10:11:03.371955+00:00,2026-07-27T10:12:49.812715+00:00
66ee5cb6-907f-4ca8-a065-ec51d67c2ab2,L5X3,structural_section,C,0.6368913650512695,0.6069256825256348,Medium,true,Burrville ES - ST.pdf,(?:C|L)\d+X\d+(?:\.\d+)?,rejected,,,,2026-07-27T10:11:03.818838+00:00,2026-07-27T10:12:40.609365+00:00
d030804a-92bb-4042-bc1c-a5da199988f5,L6x3,structural_section,L,0.9882729649543762,0.743346482477188,Medium,false,Burrville ES - ST.pdf,L\d+X\d+X\d+/\d+,approved,,L,,2026-07-27T10:11:04.039799+00:00,2026-07-27T10:12:25.794021+00:00
2bc2b89b-5cd6-4c77-add6-0558930c8e70,S-001,structural_section,S,0.9994256496429443,0.7479628248214721,Medium,false,Burrville ES - ST.pdf,S\-\d+,approved,,S,,2026-07-27T10:11:04.196631+00:00,2026-07-27T10:12:25.747609+00:00
d5578310-b12e-4e04-837a-0f10c48c2dde,S-002,structural_section,S,0.9994256496429443,0.7479628248214721,Medium,false,Burrville ES - ST.pdf,S\-\d+,approved,,S,,2026-07-27T10:11:04.306469+00:00,2026-07-27T10:12:25.703816+00:00
92a322e9-8976-450a-8912-f097516a0257,S-003,structural_section,S,0.9994256496429443,0.7479628248214721,Medium,false,Burrville ES - ST.pdf,S\-\d+,approved,,S,,2026-07-27T10:11:04.422258+00:00,2026-07-27T10:12:25.660722+00:00
24923b00-cdc7-4997-9028-2dd7b6439c55,S-004,structural_section,S,0.9994256496429443,0.7479628248214721,Medium,false,Burrville ES - ST.pdf,S\-\d+,approved,,S,,2026-07-27T10:11:04.532858+00:00,2026-07-27T10:12:25.610553+00:00
792e50eb-45b6-4603-b30f-0bb9fb49d925,S-101,structural_section,S,0.9993910789489746,0.7479455394744873,Medium,false,Burrville ES - ST.pdf,S\-\d+,approved,,S,,2026-07-27T10:11:04.618928+00:00,2026-07-27T10:12:25.564889+00:00
af1ab23d-b876-4055-bd4b-38195fa25fc8,S-102,structural_section,S,0.9993910789489746,0.7479455394744873,Medium,false,Burrville ES - ST.pdf,S\-\d+,approved,,S,,2026-07-27T10:11:04.707155+00:00,2026-07-27T10:12:25.522171+00:00
0262de68-8623-47a8-84fa-1fb426b9c719,S-103,structural_section,S,0.9993910789489746,0.7479455394744873,Medium,false,Burrville ES - ST.pdf,S\-\d+,approved,,S,,2026-07-27T10:11:04.816551+00:00,2026-07-27T10:12:25.476521+00:00
6d3b4acf-a51f-4038-b6c8-1b426830add2,S-104,structural_section,S,0.9993910789489746,0.7479455394744873,Medium,false,Burrville ES - ST.pdf,S\-\d+,approved,,S,,2026-07-27T10:11:04.925146+00:00,2026-07-27T10:12:25.432650+00:00
68a549ae-bc8f-4657-aaef-4033043d13af,S-201,structural_section,S,0.9994083642959595,0.7479541821479797,Medium,false,Burrville ES - ST.pdf,S\-\d+,approved,,S,,2026-07-27T10:11:05.033905+00:00,2026-07-27T10:12:25.389628+00:00
ee8dca5b-3868-42d8-ad62-bf1ec516d332,S-202,structural_section,S,0.9994083642959595,0.7479541821479797,Medium,false,Burrville ES - ST.pdf,S\-\d+,approved,,S,,2026-07-27T10:11:05.147253+00:00,2026-07-27T10:12:25.347108+00:00
0e3e68ca-df11-4c7a-bb68-26ddc547a42d,S-203,structural_section,S,0.9994083642959595,0.7479541821479797,Medium,false,Burrville ES - ST.pdf,S\-\d+,approved,,S,,2026-07-27T10:11:05.256291+00:00,2026-07-27T10:12:25.305591+00:00
340d3cad-e8d9-4254-a767-394e28edcb47,S-204,structural_section,S,0.9994083642959595,0.7479541821479797,Medium,false,Burrville ES - ST.pdf,S\-\d+,approved,,S,,2026-07-27T10:11:05.367945+00:00,2026-07-27T10:12:25.266246+00:00
7c5bd4d3-19b1-4a83-81e8-adf8a1924f1b,S-205,structural_section,S,0.999406099319458,0.747953049659729,Medium,false,Burrville ES - ST.pdf,S\-\d+,approved,,S,,2026-07-27T10:11:05.470879+00:00,2026-07-27T10:12:25.228358+00:00
7c3ec7ec-9f2d-4409-b135-aa81b331177b,S-206,structural_section,S,0.9994146823883057,0.7479573411941528,Medium,false,Burrville ES - ST.pdf,S\-\d+,approved,,S,,2026-07-27T10:11:05.575445+00:00,2026-07-27T10:12:25.190113+00:00
6308c05e-fa56-4539-8226-47632518cd26,S-207,structural_section,S,0.9994083642959595,0.7479541821479797,Medium,false,Burrville ES - ST.pdf,S\-\d+,approved,,S,,2026-07-27T10:11:05.683373+00:00,2026-07-27T10:12:25.152250+00:00
63e0c1f4-29eb-48c0-84eb-f8b928de3177,S-208,structural_section,S,0.9994168281555176,0.7479584140777588,Medium,false,Burrville ES - ST.pdf,S\-\d+,approved,,S,,2026-07-27T10:11:05.784682+00:00,2026-07-27T10:12:25.110760+00:00
39acd3fb-018d-4fe7-9979-5f8d1bdf84c4,S-301,structural_section,S,0.9994586110115051,0.7479793055057525,Medium,false,Burrville ES - ST.pdf,S\-\d+,approved,,S,,2026-07-27T10:11:05.898884+00:00,2026-07-27T10:12:25.072196+00:00
5772947f-b723-4079-8ac3-52586bee9943,S-311,structural_section,S,0.9993987083435059,0.7479493541717529,Medium,false,Burrville ES - ST.pdf,S\-\d+,approved,,S,,2026-07-27T10:11:05.991914+00:00,2026-07-27T10:12:25.022990+00:00
597e2ca2-f671-48cf-ad9d-d8334ebcfd7f,S-321,structural_section,S,0.9993987083435059,0.7479493541717529,Medium,false,Burrville ES - ST.pdf,S\-\d+,approved,,S,,2026-07-27T10:11:06.114184+00:00,2026-07-27T10:12:24.969788+00:00
8ac93064-e34e-4b77-becf-fba6b8dcdd02,S-322,structural_section,S,0.9993987083435059,0.7479493541717529,Medium,false,Burrville ES - ST.pdf,S\-\d+,approved,,S,,2026-07-27T10:11:06.234125+00:00,2026-07-27T10:12:24.923791+00:00
0e7eebd7-1429-4610-860a-70957445b56b,S-401,structural_section,S,0.9993987083435059,0.7479493541717529,Medium,false,Burrville ES - ST.pdf,S\-\d+,approved,,S,,2026-07-27T10:11:06.340077+00:00,2026-07-27T10:12:24.883247+00:00
89c38d3b-9b0e-406d-ace8-bdf1bb3383b3,S-402,structural_section,S,0.9993987083435059,0.7479493541717529,Medium,false,Burrville ES - ST.pdf,S\-\d+,approved,,S,,2026-07-27T10:11:06.443149+00:00,2026-07-27T10:12:24.787164+00:00
03c3f45a-b48b-4d04-aa5c-2b2272d04f9b,S-501,structural_section,S,0.9993985891342163,0.7479492945671081,Medium,false,Burrville ES - ST.pdf,S\-\d+,approved,,S,,2026-07-27T10:11:06.557005+00:00,2026-07-27T10:12:24.657437+00:00
76db451d-1e48-4768-9b8d-59fcbad5c040,S-502,structural_section,S,0.9993985891342163,0.7479492945671081,Medium,false,Burrville ES - ST.pdf,S\-\d+,approved,,S,,2026-07-27T10:11:06.668327+00:00,2026-07-27T10:12:24.563325+00:00
246cf7b9-6fda-4420-8bcf-9adeb41b942c,W14X198,structural_section,W,0.999790608882904,0.788795304441452,Medium,false,Burrville ES - ST.pdf,W\d+X\d+,approved,structural_section,W,,2026-07-27T10:11:08.068466+00:00,2026-07-27T10:11:37.062408+00:00
074813e7-77c5-4482-86b6-75f4fef4a6f5,A1,structural_section,A,0.9801339507102966,0.7711369753551482,Medium,false,Structure - Copy.pdf,A\d+,rejected,,,,2026-07-27T10:32:58.751728+00:00,2026-07-27T10:33:41.694072+00:00
c533c631-ffdd-4f4e-b37e-f4ef0d9953ad,A1064,material,A1064,0.965386152267456,0.764783076133728,Medium,false,Structure - Copy.pdf,A\d+,approved,,A1064,,2026-07-27T10:32:58.886694+00:00,2026-07-27T10:33:49.010526+00:00
4f1293dc-a0a8-44d7-8b7e-e11ed02d68be,A22,material,A22,0.800673246383667,0.6560866231918334,Medium,false,Structure - Copy.pdf,A\d+,approved,,A22,,2026-07-27T10:32:59.021152+00:00,2026-07-27T10:33:48.954733+00:00
0f726ffc-41d9-4c0f-a062-84bf25d0d9c3,A307,bolt,A307,0.755892276763916,0.662646138381958,Medium,false,Structure - Copy.pdf,A\d+,approved,,A307,,2026-07-27T10:32:59.148962+00:00,2026-07-27T10:33:48.904813+00:00
2bbee201-2490-4e38-8324-0c4d9d70fb71,A36,material,A36,0.8277620077133179,0.6985810038566589,Medium,false,Structure - Copy.pdf,A\d+,approved,,A36,,2026-07-27T10:32:59.353431+00:00,2026-07-27T10:33:48.857824+00:00
0351dc4a-362c-405f-965a-afb9e8a8052b,A500,material,A500,0.7016684412956238,0.6329242206478118,Medium,false,Structure - Copy.pdf,A\d+,approved,,A500,,2026-07-27T10:32:59.481245+00:00,2026-07-27T10:33:48.807549+00:00
0cc0f9b2-2524-4828-89e4-3c0c4a2c3622,A615,material,A615,0.9344021081924438,0.7519010540962219,Medium,false,Structure - Copy.pdf,A\d+,approved,,A615,,2026-07-27T10:32:59.615272+00:00,2026-07-27T10:33:48.755314+00:00
d3e06645-0c84-422d-a6fa-8c07cf63f2c3,A706,material,A706,0.4865821897983551,0.5138910948991775,Low,true,Structure - Copy.pdf,A\d+,approved,,A706,,2026-07-27T10:32:59.742657+00:00,2026-07-27T10:33:48.704440+00:00
b727e800-10b6-48df-adfa-9bc2abdad585,A775,material,A775,0.9267426133155823,0.7161213066577912,Medium,false,Structure - Copy.pdf,A\d+,approved,,A775,,2026-07-27T10:32:59.868113+00:00,2026-07-27T10:33:48.628223+00:00
e49f182b-ce11-4e45-a221-e8104ca9ddd9,A992,material,A992,0.9629535675048828,0.7661767837524414,Medium,false,Structure - Copy.pdf,A\d+,approved,,A992,,2026-07-27T10:32:59.987737+00:00,2026-07-27T10:33:48.472765+00:00
74644e49-8558-401c-9754-63254e18499b,L5x3,structural_section,C,0.6368913650512695,0.6069256825256348,Medium,true,Structure - Copy.pdf,(?:C|L)\d+X\d+(?:\.\d+)?,rejected,,,,2026-07-27T10:33:00.842753+00:00,2026-07-27T10:33:34.384445+00:00
19e7d048-200e-472f-b4c2-b85560c215b5,W10X24,structural_section,W,0.9997758269309998,0.7887879134654998,Medium,false,Structure - Copy.pdf,W\d+X\d+,approved,structural_section,W,,2026-07-27T10:33:01.392245+00:00,2026-07-27T10:33:29.322810+00:00
94b5ebba-c8d9-425f-9bb1-fbfc7d7c3cdf,A1064,material,A1064,0.965386152267456,0.764783076133728,Medium,false,1200 K_Permit_Bid_Dwgs - Structural.pdf,A\d+,approved,,A1064,,2026-07-27T11:01:23.193218+00:00,2026-07-27T11:03:37.094112+00:00
5d893599-939f-42cd-8fb9-2991c804f543,A108,material,A108,0.9384356737136841,0.730877836856842,Medium,false,1200 K_Permit_Bid_Dwgs - Structural.pdf,A\d+,approved,,A108,,2026-07-27T11:01:23.545703+00:00,2026-07-27T11:03:37.222009+00:00
82e28289-a93b-4d5a-bfb9-34184b511a3e,A2280,material,A2280,0.48125171661376953,0.49337585830688474,Low,true,1200 K_Permit_Bid_Dwgs - Structural.pdf,A\d+,approved,,A2280,,2026-07-27T11:01:23.685254+00:00,2026-07-27T11:03:37.367144+00:00
2f6b001f-c138-42e0-91d9-a1a05c8cb45a,A29,material,A29,0.5196818113327026,0.5036509056663513,Low,true,1200 K_Permit_Bid_Dwgs - Structural.pdf,A\d+,approved,,A29,,2026-07-27T11:01:23.818565+00:00,2026-07-27T11:03:37.455797+00:00
a1651fda-cdea-4a7a-b472-83848f75a967,A307,bolt,A307,0.755892276763916,0.662646138381958,Medium,false,1200 K_Permit_Bid_Dwgs - Structural.pdf,A\d+,approved,,A307,,2026-07-27T11:01:23.967439+00:00,2026-07-27T11:03:37.537982+00:00
f0932b12-3cf9-4cab-8b85-9c3c87a9619b,A325,bolt,A325,0.5998783111572266,0.5846391555786132,Medium,true,1200 K_Permit_Bid_Dwgs - Structural.pdf,A\d+,approved,,A325,,2026-07-27T11:01:24.108276+00:00,2026-07-27T11:03:37.619928+00:00
98b66890-d0e0-481e-ab11-c7ac3c40db7d,A36,material,A36,0.8277620077133179,0.6985810038566589,Medium,false,1200 K_Permit_Bid_Dwgs - Structural.pdf,A\d+,approved,,A36,,2026-07-27T11:01:24.251508+00:00,2026-07-27T11:03:37.701252+00:00
7c593d74-1048-49fd-a476-4efa264efe84,A416,material,A416,0.6696356534957886,0.5786278267478943,Medium,true,1200 K_Permit_Bid_Dwgs - Structural.pdf,A\d+,approved,,A416,,2026-07-27T11:01:24.386869+00:00,2026-07-27T11:03:37.782854+00:00
e883fe81-02f8-4260-afa5-19b969980be9,A446,material,A446,0.7266309857368469,0.6071254928684234,Medium,false,1200 K_Permit_Bid_Dwgs - Structural.pdf,A\d+,approved,,A446,,2026-07-27T11:01:24.540206+00:00,2026-07-27T11:03:37.866580+00:00
a744609b-56d4-4c8f-b12c-b1a4e4f23f62,A490,bolt,A490,0.5087490081787109,0.5160345040893555,Low,true,1200 K_Permit_Bid_Dwgs - Structural.pdf,A\d+,approved,,A490,,2026-07-27T11:01:24.678562+00:00,2026-07-27T11:03:37.952462+00:00
92e38095-4c6e-4b27-9434-d82b6579424f,A5,structural_section,A,0.9624860882759094,0.7623130441379546,Medium,false,1200 K_Permit_Bid_Dwgs - Structural.pdf,A\d+,approved,,A,,2026-07-27T11:01:24.822010+00:00,2026-07-27T11:03:38.043254+00:00
47c3a3b1-c402-4ecc-a8a0-820cf37f9115,A500,material,A500,0.7016684412956238,0.6329242206478118,Medium,false,1200 K_Permit_Bid_Dwgs - Structural.pdf,A\d+,approved,,A500,,2026-07-27T11:01:24.936397+00:00,2026-07-27T11:03:38.130566+00:00
3b7ff66a-65ab-4db6-b071-e82badff3cec,A53,material,A53,0.8870463967323303,0.7229731983661651,Medium,false,1200 K_Permit_Bid_Dwgs - Structural.pdf,A\d+,approved,,A53,,2026-07-27T11:01:25.072966+00:00,2026-07-27T11:03:38.208760+00:00
529f4227-34f1-4ca8-a230-e3a2f8d7242e,A563,bolt,A563,0.8988465666770935,0.7021732833385468,Medium,false,1200 K_Permit_Bid_Dwgs - Structural.pdf,A\d+,approved,,A563,,2026-07-27T11:01:25.191305+00:00,2026-07-27T11:03:38.308508+00:00
be057d70-580f-4b20-836f-88e41ed2042d,A572,material,A572,0.8526678681373596,0.7110339340686798,Medium,false,1200 K_Permit_Bid_Dwgs - Structural.pdf,A\d+,approved,,A572,,2026-07-27T11:01:25.332219+00:00,2026-07-27T11:03:38.391185+00:00
13476cb1-c442-41da-bcaf-06852817fd0c,A615,material,A615,0.9344021081924438,0.7519010540962219,Medium,false,1200 K_Permit_Bid_Dwgs - Structural.pdf,A\d+,approved,,A615,,2026-07-27T11:01:25.475228+00:00,2026-07-27T11:03:38.482512+00:00
7143e906-55a9-4039-9008-f19c6f7ed041,A653,material,A653,0.4792461693286896,0.5217130846643447,Low,true,1200 K_Permit_Bid_Dwgs - Structural.pdf,A\d+,approved,,A653,,2026-07-27T11:01:25.625547+00:00,2026-07-27T11:03:38.559538+00:00
aee1d7b8-6d33-41b5-8555-91534f15f344,A706,material,A706,0.4865821897983551,0.5138910948991775,Low,true,1200 K_Permit_Bid_Dwgs - Structural.pdf,A\d+,approved,,A706,,2026-07-27T11:01:25.771612+00:00,2026-07-27T11:03:38.648202+00:00
684b1bed-3907-4a81-85c5-55e30d7c160a,A913,material,A913,0.8208117485046387,0.6898558742523193,Medium,false,1200 K_Permit_Bid_Dwgs - Structural.pdf,A\d+,approved,,A913,,2026-07-27T11:01:25.925173+00:00,2026-07-27T11:03:38.734552+00:00
00db9989-e0b0-496b-85bf-f6eecb9e0af5,A959,material,A959,0.6693360209465027,0.5784780104732513,Medium,true,1200 K_Permit_Bid_Dwgs - Structural.pdf,A\d+,approved,,A959,,2026-07-27T11:01:26.060259+00:00,2026-07-27T11:03:38.836545+00:00
c55738a5-f532-4103-8e39-eb3840ad3a15,A992,material,A992,0.9629535675048828,0.7661767837524414,Medium,false,1200 K_Permit_Bid_Dwgs - Structural.pdf,A\d+,approved,,A992,,2026-07-27T11:01:26.195052+00:00,2026-07-27T11:03:38.922724+00:00
15d9d1f5-79a5-4a55-91c8-f6d48cea27cd,HSS5x5,structural_section,HSS,0.9998890161514282,0.7876445080757141,Medium,false,1200 K_Permit_Bid_Dwgs - Structural.pdf,HSS\d+X\d+X\d+/\d+,approved,structural_section,HSS,,2026-07-27T11:01:26.928412+00:00,2026-07-27T11:03:20.859903+00:00
