record_id,project_id,document_id,page_number,sheet_id,schedule_id,schedule_title_raw,schedule_class,region_bbox,location_or_grid_raw,location_or_grid_normalized,level_raw,level_normalized,raw_cell_text,canonical_section,catalog_valid,member_role,lifecycle_status,physical_semantics,member_extent,continuation_inheritance,physical_segment_count,plan_corroboration_status,explicit_quantity,count_candidate,exclusion_reason,source_cell_bbox,header_path,proposal_method,extraction_review_status,physical_review_status,reviewer_notes
REAL-Burrville_p28-039,Burrville,REAL-Burrville,28,S-501,REAL-Burrville-p28-M2,COLUMN SCHEDULE,level_location_matrix,"[172.7, 937.1, 2555.1, 1504.6]",F-1,F-1,"UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")","UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")",W10X54,W10X54,True,column,unknown,unknown,,unknown,,unknown,,False,,"[702.1, 1197.8, 714.7, 1237.7]","[""COLUMN SCHEDULE"", ""Column Locations: F-1"", ""Level interval: UPPER LEVEL (14' - 6\"") -> MAIN ROOF (29' - 0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-Burrville_p28-040,Burrville,REAL-Burrville,28,S-501,REAL-Burrville-p28-M2,COLUMN SCHEDULE,level_location_matrix,"[172.7, 937.1, 2555.1, 1504.6]",F-3,F-3,"UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")","UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")",W10X45,W10X45,True,column,unknown,unknown,,unknown,,unknown,,False,,"[774.1, 1195.3, 786.7, 1235.2]","[""COLUMN SCHEDULE"", ""Column Locations: F-3"", ""Level interval: UPPER LEVEL (14' - 6\"") -> MAIN ROOF (29' - 0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-Burrville_p28-041,Burrville,REAL-Burrville,28,S-501,REAL-Burrville-p28-M2,COLUMN SCHEDULE,level_location_matrix,"[172.7, 937.1, 2555.1, 1504.6]",F-4,F-4,"UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")","UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")",W10X45,W10X45,True,column,unknown,unknown,,unknown,,unknown,,False,,"[846.1, 1194.8, 858.7, 1234.7]","[""COLUMN SCHEDULE"", ""Column Locations: F-4"", ""Level interval: UPPER LEVEL (14' - 6\"") -> MAIN ROOF (29' - 0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-Burrville_p28-042,Burrville,REAL-Burrville,28,S-501,REAL-Burrville-p28-M2,COLUMN SCHEDULE,level_location_matrix,"[172.7, 937.1, 2555.1, 1504.6]",F-4.15,F-4.15,"UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")","UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")",W10X54,W10X54,True,column,unknown,unknown,,unknown,,unknown,,False,,"[918.1, 1195.3, 930.7, 1235.2]","[""COLUMN SCHEDULE"", ""Column Locations: F-4.15"", ""Level interval: UPPER LEVEL (14' - 6\"") -> MAIN ROOF (29' - 0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-Burrville_p28-043,Burrville,REAL-Burrville,28,S-501,REAL-Burrville-p28-M2,COLUMN SCHEDULE,level_location_matrix,"[172.7, 937.1, 2555.1, 1504.6]",F-5,F-5,"UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")","UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")",W10X45,W10X45,True,column,unknown,unknown,,unknown,,unknown,,False,,"[986.7, 1195.3, 999.3, 1235.2]","[""COLUMN SCHEDULE"", ""Column Locations: F-5"", ""Level interval: UPPER LEVEL (14' - 6\"") -> MAIN ROOF (29' - 0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-Burrville_p28-044,Burrville,REAL-Burrville,28,S-501,REAL-Burrville-p28-M2,COLUMN SCHEDULE,level_location_matrix,"[172.7, 937.1, 2555.1, 1504.6]","F(-0' - 8"")-5","F(-0'-8"")-5",,,,,False,column,unknown,unknown,,unknown,,unknown,,False,no_section_label_found,"[1051.3, 1482.6, 1098.6, 1492.0]","[""COLUMN SCHEDULE"", ""Column Locations: F(-0' - 8\"")-5"", ""Level interval: (none found)""]",strip_without_label,PENDING_REVIEW,PENDING_REVIEW,
REAL-Burrville_p28-045,Burrville,REAL-Burrville,28,S-501,REAL-Burrville-p28-M2,COLUMN SCHEDULE,level_location_matrix,"[172.7, 937.1, 2555.1, 1504.6]","F(-0' - 8"")-5.5","F(-0'-8"")-5.5",,,,,False,column,unknown,unknown,,unknown,,unknown,,False,no_section_label_found,"[1119.4, 1482.6, 1174.5, 1492.0]","[""COLUMN SCHEDULE"", ""Column Locations: F(-0' - 8\"")-5.5"", ""Level interval: (none found)""]",strip_without_label,PENDING_REVIEW,PENDING_REVIEW,
REAL-Burrville_p28-046,Burrville,REAL-Burrville,28,S-501,REAL-Burrville-p28-M2,COLUMN SCHEDULE,level_location_matrix,"[172.7, 937.1, 2555.1, 1504.6]",F-6,F-6,"UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")","UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")",W10X54,W10X54,True,column,unknown,unknown,,unknown,,unknown,,False,,"[1198.6, 1197.6, 1211.2, 1237.4]","[""COLUMN SCHEDULE"", ""Column Locations: F-6"", ""Level interval: UPPER LEVEL (14' - 6\"") -> MAIN ROOF (29' - 0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-Burrville_p28-047,Burrville,REAL-Burrville,28,S-501,REAL-Burrville-p28-M2,COLUMN SCHEDULE,level_location_matrix,"[172.7, 937.1, 2555.1, 1504.6]",F.1'-8',F.1'-8',"UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")","UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")",W10X33,W10X33,True,column,unknown,unknown,,unknown,,unknown,,False,,"[1276.3, 1195.3, 1288.9, 1235.2]","[""COLUMN SCHEDULE"", ""Column Locations: F.1'-8'"", ""Level interval: UPPER LEVEL (14' - 6\"") -> MAIN ROOF (29' - 0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-Burrville_p28-048,Burrville,REAL-Burrville,28,S-501,REAL-Burrville-p28-M2,COLUMN SCHEDULE,level_location_matrix,"[172.7, 937.1, 2555.1, 1504.6]",F.2-6,F.2-6,"UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")","UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")",W10X54,W10X54,True,column,unknown,unknown,,unknown,,unknown,,False,,"[1349.7, 1194.8, 1362.3, 1234.7]","[""COLUMN SCHEDULE"", ""Column Locations: F.2-6"", ""Level interval: UPPER LEVEL (14' - 6\"") -> MAIN ROOF (29' - 0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-Burrville_p28-049,Burrville,REAL-Burrville,28,S-501,REAL-Burrville-p28-M2,COLUMN SCHEDULE,level_location_matrix,"[172.7, 937.1, 2555.1, 1504.6]",F.2-6.2,F.2-6.2,"GROUND LEVEL (0' - 0"") -> UPPER LEVEL (14' - 6"")","GROUND LEVEL (0' - 0"") -> UPPER LEVEL (14' - 6"")",HSS10X0.500,HSS10.000X0.500,True,column,unknown,unknown,,unknown,,unknown,,False,,"[1420.7, 1314.2, 1433.3, 1380.2]","[""COLUMN SCHEDULE"", ""Column Locations: F.2-6.2"", ""Level interval: GROUND LEVEL (0' - 0\"") -> UPPER LEVEL (14' - 6\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-Burrville_p28-050,Burrville,REAL-Burrville,28,S-501,REAL-Burrville-p28-M2,COLUMN SCHEDULE,level_location_matrix,"[172.7, 937.1, 2555.1, 1504.6]",F.3-4,F.3-4,"UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")","UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")",W10X33,W10X33,True,column,unknown,unknown,,unknown,,unknown,,False,,"[1492.8, 1195.3, 1505.4, 1235.2]","[""COLUMN SCHEDULE"", ""Column Locations: F.3-4"", ""Level interval: UPPER LEVEL (14' - 6\"") -> MAIN ROOF (29' - 0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-Burrville_p28-051,Burrville,REAL-Burrville,28,S-501,REAL-Burrville-p28-M2,COLUMN SCHEDULE,level_location_matrix,"[172.7, 937.1, 2555.1, 1504.6]",F.3-5,F.3-5,"UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")","UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")",W10X45,W10X45,True,column,unknown,unknown,,unknown,,unknown,,False,,"[1565.2, 1194.8, 1577.8, 1234.7]","[""COLUMN SCHEDULE"", ""Column Locations: F.3-5"", ""Level interval: UPPER LEVEL (14' - 6\"") -> MAIN ROOF (29' - 0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-Burrville_p28-052,Burrville,REAL-Burrville,28,S-501,REAL-Burrville-p28-M2,COLUMN SCHEDULE,level_location_matrix,"[172.7, 937.1, 2555.1, 1504.6]",F.3-5.3,F.3-5.3,"UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")","UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")",W10X33,W10X33,True,column,unknown,unknown,,unknown,,unknown,,False,,"[1628.3, 1197.6, 1640.9, 1237.4]","[""COLUMN SCHEDULE"", ""Column Locations: F.3-5.3"", ""Level interval: UPPER LEVEL (14' - 6\"") -> MAIN ROOF (29' - 0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-Burrville_p28-053,Burrville,REAL-Burrville,28,S-501,REAL-Burrville-p28-M2,COLUMN SCHEDULE,level_location_matrix,"[172.7, 937.1, 2555.1, 1504.6]",F.5-1,F.5-1,"UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")","UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")",W10X54,W10X54,True,column,unknown,unknown,,unknown,,unknown,,False,,"[1711.3, 1197.8, 1723.9, 1237.7]","[""COLUMN SCHEDULE"", ""Column Locations: F.5-1"", ""Level interval: UPPER LEVEL (14' - 6\"") -> MAIN ROOF (29' - 0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-Burrville_p28-054,Burrville,REAL-Burrville,28,S-501,REAL-Burrville-p28-M2,COLUMN SCHEDULE,level_location_matrix,"[172.7, 937.1, 2555.1, 1504.6]",F.5-3,F.5-3,"UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")","UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")",W10X49,W10X49,True,column,unknown,unknown,,unknown,,unknown,,False,,"[1783.3, 1195.3, 1795.9, 1235.2]","[""COLUMN SCHEDULE"", ""Column Locations: F.5-3"", ""Level interval: UPPER LEVEL (14' - 6\"") -> MAIN ROOF (29' - 0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-Burrville_p28-055,Burrville,REAL-Burrville,28,S-501,REAL-Burrville-p28-M2,COLUMN SCHEDULE,level_location_matrix,"[172.7, 937.1, 2555.1, 1504.6]",F.7-6,F.7-6,"UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")","UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")",W10X54,W10X54,True,column,unknown,unknown,,unknown,,unknown,,False,,"[1850.0, 1197.6, 1862.5, 1237.4]","[""COLUMN SCHEDULE"", ""Column Locations: F.7-6"", ""Level interval: UPPER LEVEL (14' - 6\"") -> MAIN ROOF (29' - 0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-Burrville_p28-056,Burrville,REAL-Burrville,28,S-501,REAL-Burrville-p28-M2,COLUMN SCHEDULE,level_location_matrix,"[172.7, 937.1, 2555.1, 1504.6]","G(-1' - 6"")-1","G(-1'-6"")-1","UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")","UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")",W10X60,W10X60,True,column,unknown,unknown,,unknown,,unknown,,False,,"[1926.6, 1197.8, 1939.2, 1237.7]","[""COLUMN SCHEDULE"", ""Column Locations: G(-1' - 6\"")-1"", ""Level interval: UPPER LEVEL (14' - 6\"") -> MAIN ROOF (29' - 0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-Burrville_p28-057,Burrville,REAL-Burrville,28,S-501,REAL-Burrville-p28-M2,COLUMN SCHEDULE,level_location_matrix,"[172.7, 937.1, 2555.1, 1504.6]",G-3,G-3,"UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")","UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")",W10X33,W10X33,True,column,unknown,unknown,,unknown,,unknown,,False,,"[1998.6, 1195.3, 2011.2, 1235.2]","[""COLUMN SCHEDULE"", ""Column Locations: G-3"", ""Level interval: UPPER LEVEL (14' - 6\"") -> MAIN ROOF (29' - 0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-Burrville_p28-058,Burrville,REAL-Burrville,28,S-501,REAL-Burrville-p28-M2,COLUMN SCHEDULE,level_location_matrix,"[172.7, 937.1, 2555.1, 1504.6]",G-4,G-4,"UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")","UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")",W10X39,W10X39,True,column,unknown,unknown,,unknown,,unknown,,False,,"[2070.6, 1195.5, 2083.2, 1235.4]","[""COLUMN SCHEDULE"", ""Column Locations: G-4"", ""Level interval: UPPER LEVEL (14' - 6\"") -> MAIN ROOF (29' - 0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-Burrville_p28-059,Burrville,REAL-Burrville,28,S-501,REAL-Burrville-p28-M2,COLUMN SCHEDULE,level_location_matrix,"[172.7, 937.1, 2555.1, 1504.6]","G(-3' - 2"")-5","G(-3'-2"")-5","UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")","UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")",W10X49,W10X49,True,column,unknown,unknown,,unknown,,unknown,,False,,"[2140.6, 1194.8, 2153.2, 1234.7]","[""COLUMN SCHEDULE"", ""Column Locations: G(-3' - 2\"")-5"", ""Level interval: UPPER LEVEL (14' - 6\"") -> MAIN ROOF (29' - 0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-Burrville_p28-060,Burrville,REAL-Burrville,28,S-501,REAL-Burrville-p28-M2,COLUMN SCHEDULE,level_location_matrix,"[172.7, 937.1, 2555.1, 1504.6]","G(-3'- 5- 2"")-5.8(5'7/8"")","G(-3'-5-2"")-5.8(5'7/8"")","UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")","UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")",W10X49,W10X49,True,column,unknown,unknown,,unknown,,unknown,,False,,"[2215.1, 1197.6, 2227.7, 1237.4]","[""COLUMN SCHEDULE"", ""Column Locations: G(-3'- 5- 2\"")-5.8(5'7/8\"")"", ""Level interval: UPPER LEVEL (14' - 6\"") -> MAIN ROOF (29' - 0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-Burrville_p28-061,Burrville,REAL-Burrville,28,S-501,REAL-Burrville-p28-M2,COLUMN SCHEDULE,level_location_matrix,"[172.7, 937.1, 2555.1, 1504.6]","H(-1' - 4"")-1","H(-1'-4"")-1","UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")","UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")",W10X60,W10X60,True,column,unknown,unknown,,unknown,,unknown,,False,,"[2286.3, 1197.8, 2298.9, 1237.7]","[""COLUMN SCHEDULE"", ""Column Locations: H(-1' - 4\"")-1"", ""Level interval: UPPER LEVEL (14' - 6\"") -> MAIN ROOF (29' - 0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-Burrville_p28-062,Burrville,REAL-Burrville,28,S-501,REAL-Burrville-p28-M2,COLUMN SCHEDULE,level_location_matrix,"[172.7, 937.1, 2555.1, 1504.6]",H-2,H-2,"UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")","UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")",W10X54,W10X54,True,column,unknown,unknown,,unknown,,unknown,,False,,"[2358.3, 1195.3, 2370.9, 1235.2]","[""COLUMN SCHEDULE"", ""Column Locations: H-2"", ""Level interval: UPPER LEVEL (14' - 6\"") -> MAIN ROOF (29' - 0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-Burrville_p28-063,Burrville,REAL-Burrville,28,S-501,REAL-Burrville-p28-M2,COLUMN SCHEDULE,level_location_matrix,"[172.7, 937.1, 2555.1, 1504.6]",H-3,H-3,"UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")","UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")",W10X39,W10X39,True,column,unknown,unknown,,unknown,,unknown,,False,,"[2430.3, 1195.3, 2442.9, 1235.2]","[""COLUMN SCHEDULE"", ""Column Locations: H-3"", ""Level interval: UPPER LEVEL (14' - 6\"") -> MAIN ROOF (29' - 0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-Burrville_p28-064,Burrville,REAL-Burrville,28,S-501,REAL-Burrville-p28-M2,COLUMN SCHEDULE,level_location_matrix,"[172.7, 937.1, 2555.1, 1504.6]",H-4,H-4,"UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")","UPPER LEVEL (14' - 6"") -> MAIN ROOF (29' - 0"")",W10X39,W10X39,True,column,unknown,unknown,,unknown,,unknown,,False,,"[2502.3, 1195.3, 2514.9, 1235.2]","[""COLUMN SCHEDULE"", ""Column Locations: H-4"", ""Level interval: UPPER LEVEL (14' - 6\"") -> MAIN ROOF (29' - 0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-001,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.A-4.15. 8,4.A-4.15.8,"B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")","B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")",HSS12x12x1/2,HSS12X12X1/2,True,column,unknown,unknown,,unknown,,unknown,,False,,"[199.0, 736.3, 208.2, 801.0]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.A-4.15. 8"", ""Level interval: B4 - SECOND LEVEL (348'-0\"") -> B4 - OFFICE ROOF (366'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-002,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.A-4.16. 4,4.A-4.16.4,"B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")","B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")",HSS12x12x1/2,HSS12X12X1/2,True,column,unknown,unknown,,unknown,,unknown,,False,,"[244.0, 736.3, 253.2, 801.0]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.A-4.16. 4"", ""Level interval: B4 - SECOND LEVEL (348'-0\"") -> B4 - OFFICE ROOF (366'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-003,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.1,4.B-4.1,"B4 - ROOF LEVEL (372'-0"") -> B4 - T.O. PARAPET (377'-0"")","B4 - ROOF LEVEL (372'-0"") -> B4 - T.O. PARAPET (377'-0"")",W12x106,W12X106,True,column,unknown,unknown,,unknown,,unknown,,False,,"[289.0, 558.5, 298.2, 599.2]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.1"", ""Level interval: B4 - ROOF LEVEL (372'-0\"") -> B4 - T.O. PARAPET (377'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-004,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.1,4.B-4.1,"B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")","B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")",W12x106,W12X106,True,column,unknown,unknown,,unknown,,unknown,,False,,"[289.0, 891.5, 298.2, 932.2]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.1"", ""Level interval: B4 - GROUND LEVEL (324'-0\"") -> B4 - SECOND LEVEL (348'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-005,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.11,4.B-4.11,"B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")","B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")",W14x211,W14X211,True,column,unknown,unknown,,unknown,,unknown,,False,,"[334.0, 671.0, 343.2, 711.8]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.11"", ""Level interval: B4 - SECOND LEVEL (348'-0\"") -> B4 - OFFICE ROOF (366'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-006,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.11,4.B-4.11,"B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")","B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")",W14x211,W14X211,True,column,unknown,unknown,,unknown,,unknown,,False,,"[334.0, 891.5, 343.2, 932.2]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.11"", ""Level interval: B4 - GROUND LEVEL (324'-0\"") -> B4 - SECOND LEVEL (348'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-007,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.12,4.B-4.12,"B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")","B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")",W14x90,W14X90,True,column,unknown,unknown,,unknown,,unknown,,False,,"[379.0, 676.3, 388.2, 711.8]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.12"", ""Level interval: B4 - SECOND LEVEL (348'-0\"") -> B4 - OFFICE ROOF (366'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-008,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.12,4.B-4.12,"B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")","B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")",W14x90,W14X90,True,column,unknown,unknown,,unknown,,unknown,,False,,"[379.0, 896.8, 388.2, 932.2]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.12"", ""Level interval: B4 - GROUND LEVEL (324'-0\"") -> B4 - SECOND LEVEL (348'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-009,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.13,4.B-4.13,"B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")","B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")",W14x90,W14X90,True,column,unknown,unknown,,unknown,,unknown,,False,,"[424.0, 676.3, 433.2, 711.8]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.13"", ""Level interval: B4 - SECOND LEVEL (348'-0\"") -> B4 - OFFICE ROOF (366'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-010,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.13,4.B-4.13,"B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")","B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")",W14x90,W14X90,True,column,unknown,unknown,,unknown,,unknown,,False,,"[424.0, 896.8, 433.2, 932.2]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.13"", ""Level interval: B4 - GROUND LEVEL (324'-0\"") -> B4 - SECOND LEVEL (348'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-011,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.14,4.B-4.14,"B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")","B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")",W14x90,W14X90,True,column,unknown,unknown,,unknown,,unknown,,False,,"[469.0, 676.3, 478.2, 711.8]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.14"", ""Level interval: B4 - SECOND LEVEL (348'-0\"") -> B4 - OFFICE ROOF (366'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
